"Time","latency-50-percentile","latency-95-percentile","latency-99-percentile"
2023-04-18 15:47:25,699 ms,4.04 s,4.81 s
2023-04-18 15:47:30,700 ms,3.96 s,4.79 s
2023-04-18 15:47:35,717 ms,3.96 s,4.79 s
2023-04-18 15:47:40,722 ms,4.02 s,4.80 s
2023-04-18 15:47:45,671 ms,3.93 s,4.79 s
2023-04-18 15:47:50,647 ms,4.03 s,4.81 s
2023-04-18 15:47:55,578 ms,3.90 s,4.78 s
2023-04-18 15:48:00,525 ms,3.76 s,4.75 s
2023-04-18 15:48:05,495 ms,3.71 s,4.74 s
2023-04-18 15:48:10,478 ms,3.96 s,4.79 s
2023-04-18 15:48:15,474 ms,3.99 s,4.80 s
2023-04-18 15:48:20,488 ms,4.02 s,4.80 s
2023-04-18 15:48:25,458 ms,4.04 s,4.81 s
2023-04-18 15:48:30,434 ms,3.79 s,4.76 s
2023-04-18 15:48:35,382 ms,3.70 s,4.74 s
2023-04-18 15:48:40,442 ms,3.77 s,4.75 s
2023-04-18 15:48:45,375 ms,3.02 s,4.61 s
2023-04-18 15:48:50,368 ms,3.07 s,4.61 s
2023-04-18 15:48:55,382 ms,3.37 s,4.67 s
2023-04-18 15:49:00,397 ms,3.57 s,4.71 s
2023-04-18 15:49:05,381 ms,3.02 s,4.61 s
2023-04-18 15:49:10,388 ms,3.05 s,4.61 s
2023-04-18 15:49:15,393 ms,3.00 s,4.60 s
2023-04-18 15:49:20,386 ms,2.56 s,4.51 s
2023-04-18 15:49:25,365 ms,3.02 s,4.61 s
2023-04-18 15:49:30,351 ms,2.59 s,4.52 s
2023-04-18 15:49:35,348 ms,2.56 s,4.51 s
2023-04-18 15:49:40,384 ms,3.35 s,4.67 s
2023-04-18 15:49:45,404 ms,3.33 s,4.67 s
2023-04-18 15:49:50,410 ms,3.37 s,4.67 s
2023-04-18 15:49:55,385 ms,3.00 s,4.60 s
2023-04-18 15:50:00,370 ms,3.10 s,4.62 s
2023-04-18 15:50:05,385 ms,3.33 s,4.67 s
2023-04-18 15:50:10,385 ms,3.33 s,4.67 s
2023-04-18 15:50:15,393 ms,3.00 s,4.60 s
2023-04-18 15:50:20,380 ms,2.53 s,4.51 s
2023-04-18 15:50:25,365 ms,2.50 s,4.50 s
2023-04-18 15:50:30,352 ms,2.50 s,4.50 s
2023-04-18 15:50:35,332 ms,2.21 s,4.01 s
2023-04-18 15:50:40,319 ms,2.13 s,4.01 s
2023-04-18 15:50:45,310 ms,2.16 s,3.99 s
2023-04-18 15:50:50,317 ms,2.14 s,4.02 s
2023-04-18 15:50:55,343 ms,2.30 s,4.33 s
2023-04-18 15:51:00,336 ms,2.27 s,4.35 s
2023-04-18 15:51:05,335 ms,2.29 s,4.36 s
2023-04-18 15:51:10,351 ms,3.02 s,4.61 s
2023-04-18 15:51:15,351 ms,3.02 s,4.61 s
2023-04-18 15:51:20,395 ms,3.77 s,4.75 s
2023-04-18 15:51:25,429 ms,3.78 s,4.76 s
2023-04-18 15:51:30,454 ms,3.90 s,4.78 s
2023-04-18 15:51:35,512 ms,4.01 s,4.80 s
2023-04-18 15:51:40,534 ms,4.12 s,4.82 s
2023-04-18 15:51:45,534 ms,4.24 s,4.85 s
2023-04-18 15:51:50,488 ms,4.19 s,4.84 s
2023-04-18 15:51:55,483 ms,4.18 s,4.84 s
2023-04-18 15:52:00,482 ms,4.18 s,4.84 s
2023-04-18 15:52:05,458 ms,4.10 s,4.82 s
2023-04-18 15:52:10,458 ms,4.10 s,4.82 s
2023-04-18 15:52:15,418 ms,3.90 s,4.78 s
2023-04-18 15:52:20,406 ms,4.00 s,4.80 s
2023-04-18 15:52:25,405 ms,3.90 s,4.78 s
2023-04-18 15:52:30,370 ms,3.77 s,4.75 s
2023-04-18 15:52:35,350 ms,3.33 s,4.67 s
2023-04-18 15:52:40,349 ms,3.35 s,4.67 s
2023-04-18 15:52:45,349 ms,3.31 s,4.66 s
2023-04-18 15:52:50,312 ms,3.00 s,4.60 s
2023-04-18 15:52:55,326 ms,3.02 s,4.61 s
2023-04-18 15:53:00,337 ms,3.05 s,4.61 s
2023-04-18 15:53:05,365 ms,3.35 s,4.67 s
2023-04-18 15:53:10,385 ms,3.02 s,4.61 s
2023-04-18 15:53:15,380 ms,2.56 s,4.51 s
2023-04-18 15:53:20,379 ms,2.53 s,4.51 s
2023-04-18 15:53:25,393 ms,2.56 s,4.51 s
2023-04-18 15:53:30,420 ms,3.37 s,4.67 s
2023-04-18 15:53:35,418 ms,3.35 s,4.67 s
2023-04-18 15:53:40,411 ms,3.40 s,4.68 s
2023-04-18 15:53:45,433 ms,3.61 s,4.72 s
2023-04-18 15:53:50,415 ms,3.73 s,4.75 s
2023-04-18 15:53:55,400 ms,3.57 s,4.71 s
2023-04-18 15:54:00,401 ms,3.40 s,4.68 s
2023-04-18 15:54:05,405 ms,3.37 s,4.67 s
2023-04-18 15:54:10,430 ms,3.61 s,4.72 s
2023-04-18 15:54:15,440 ms,3.93 s,4.79 s
2023-04-18 15:54:20,464 ms,4.10 s,4.82 s
2023-04-18 15:54:25,433 ms,3.89 s,4.78 s
2023-04-18 15:54:30,411 ms,3.59 s,4.72 s
2023-04-18 15:54:35,440 ms,3.59 s,4.72 s
2023-04-18 15:54:40,455 ms,3.37 s,4.67 s
2023-04-18 15:54:45,452 ms,3.05 s,4.61 s
2023-04-18 15:54:50,447 ms,3.05 s,4.61 s
2023-04-18 15:54:55,440 ms,3.00 s,4.60 s
2023-04-18 15:55:00,431 ms,3.02 s,4.61 s
2023-04-18 15:55:05,409 ms,2.50 s,4.50 s
2023-04-18 15:55:10,403 ms,2.40 s,4.34 s
2023-04-18 15:55:15,411 ms,2.41 s,4.34 s
2023-04-18 15:55:20,411 ms,2.41 s,4.34 s
2023-04-18 15:55:25,421 ms,2.42 s,4.37 s
2023-04-18 15:55:30,421 ms,3.05 s,4.61 s
2023-04-18 15:55:35,424 ms,3.59 s,4.72 s
2023-04-18 15:55:40,484 ms,3.92 s,4.78 s
2023-04-18 15:55:45,516 ms,4.04 s,4.81 s
2023-04-18 15:55:50,500 ms,4.11 s,4.82 s
2023-04-18 15:55:55,493 ms,4.20 s,4.84 s
2023-04-18 15:56:00,493 ms,4.26 s,4.85 s
2023-04-18 15:56:05,479 ms,4.20 s,4.84 s
2023-04-18 15:56:10,458 ms,4.05 s,4.81 s
2023-04-18 15:56:15,478 ms,4.06 s,4.81 s
2023-04-18 15:56:20,469 ms,4.04 s,4.81 s
2023-04-18 15:56:25,444 ms,3.83 s,4.77 s
2023-04-18 15:56:30,441 ms,3.66 s,4.73 s
2023-04-18 15:56:35,387 ms,3.15 s,4.63 s
2023-04-18 15:56:40,369 ms,3.12 s,4.63 s
2023-04-18 15:56:45,339 ms,2.72 s,4.54 s
2023-04-18 15:56:50,355 ms,2.75 s,4.55 s
2023-04-18 15:56:55,356 ms,3.17 s,4.63 s
2023-04-18 15:57:00,356 ms,3.17 s,4.63 s
2023-04-18 15:57:05,345 ms,3.20 s,4.64 s
2023-04-18 15:57:10,348 ms,3.50 s,4.70 s
2023-04-18 15:57:15,363 ms,3.71 s,4.74 s
2023-04-18 15:57:20,401 ms,3.86 s,4.77 s
2023-04-18 15:57:25,387 ms,3.70 s,4.74 s
2023-04-18 15:57:30,387 ms,3.71 s,4.74 s
2023-04-18 15:57:35,400 ms,3.71 s,4.74 s
2023-04-18 15:57:40,413 ms,3.71 s,4.74 s
2023-04-18 15:57:45,392 ms,3.66 s,4.73 s
2023-04-18 15:57:50,414 ms,3.17 s,4.63 s
2023-04-18 15:57:55,394 ms,3.18 s,4.63 s
2023-04-18 15:58:00,413 ms,3.46 s,4.69 s
2023-04-18 15:58:05,438 ms,3.50 s,4.70 s
2023-04-18 15:58:10,434 ms,3.66 s,4.73 s
2023-04-18 15:58:15,387 ms,3.46 s,4.69 s
2023-04-18 15:58:20,400 ms,3.71 s,4.74 s
2023-04-18 15:58:25,418 ms,3.70 s,4.74 s
2023-04-18 15:58:30,423 ms,3.70 s,4.74 s
2023-04-18 15:58:35,419 ms,3.83 s,4.77 s
2023-04-18 15:58:40,437 ms,3.89 s,4.78 s
2023-04-18 15:58:45,414 ms,3.99 s,4.80 s
2023-04-18 15:58:50,410 ms,3.99 s,4.80 s
2023-04-18 15:58:55,414 ms,4.01 s,4.80 s
2023-04-18 15:59:00,368 ms,3.84 s,4.77 s
2023-04-18 15:59:05,361 ms,3.50 s,4.70 s
2023-04-18 15:59:10,368 ms,3.46 s,4.69 s
2023-04-18 15:59:15,340 ms,3.17 s,4.63 s
2023-04-18 15:59:20,338 ms,3.42 s,4.68 s
2023-04-18 15:59:25,362 ms,3.40 s,4.68 s
2023-04-18 15:59:30,388 ms,3.66 s,4.73 s
2023-04-18 15:59:35,408 ms,3.61 s,4.72 s
2023-04-18 15:59:40,392 ms,3.59 s,4.72 s
2023-04-18 15:59:45,405 ms,3.61 s,4.72 s
2023-04-18 15:59:50,408 ms,3.31 s,4.66 s
2023-04-18 15:59:55,417 ms,3.33 s,4.67 s
2023-04-18 16:00:00,403 ms,3.35 s,4.67 s
2023-04-18 16:00:05,402 ms,3.33 s,4.67 s
2023-04-18 16:00:10,437 ms,3.73 s,4.75 s
2023-04-18 16:00:15,424 ms,3.91 s,5.95 s
2023-04-18 16:00:20,411 ms,3.93 s,6.00 s
2023-04-18 16:00:25,404 ms,3.50 s,6.00 s
2023-04-18 16:00:30,375 ms,3.45 s,5.90 s
2023-04-18 16:00:35,380 ms,3.16 s,6.05 s
2023-04-18 16:00:40,394 ms,3.77 s,6.05 s
2023-04-18 16:00:45,405 ms,3.73 s,5.95 s
2023-04-18 16:00:50,417 ms,3.93 s,6 s
2023-04-18 16:00:55,429 ms,3.89 s,5.90 s
2023-04-18 16:01:00,421 ms,3.93 s,6 s
2023-04-18 16:01:05,405 ms,3.71 s,5.90 s
2023-04-18 16:01:10,419 ms,3.35 s,4.67 s
2023-04-18 16:01:15,434 ms,3.37 s,4.67 s
2023-04-18 16:01:20,440 ms,3.57 s,4.71 s
2023-04-18 16:01:25,469 ms,3.59 s,4.72 s
2023-04-18 16:01:30,467 ms,3.66 s,4.73 s
2023-04-18 16:01:35,450 ms,3.13 s,4.63 s
2023-04-18 16:01:40,440 ms,3.58 s,4.72 s
2023-04-18 16:01:45,440 ms,3.27 s,4.65 s
2023-04-18 16:01:50,439 ms,3.25 s,4.65 s
2023-04-18 16:01:55,455 ms,3.39 s,4.68 s
2023-04-18 16:02:00,461 ms,3.31 s,4.66 s
2023-04-18 16:02:05,455 ms,3.25 s,4.65 s
2023-04-18 16:02:10,458 ms,3.40 s,4.68 s
2023-04-18 16:02:15,478 ms,3.65 s,4.73 s
2023-04-18 16:02:20,487 ms,3.83 s,4.77 s
2023-04-18 16:02:25,508 ms,3.92 s,4.78 s
2023-04-18 16:02:30,540 ms,3.99 s,4.80 s
2023-04-18 16:02:35,556 ms,3.99 s,4.80 s
2023-04-18 16:02:40,603 ms,4.09 s,4.82 s
2023-04-18 16:02:45,645 ms,4.10 s,4.82 s
2023-04-18 16:02:50,649 ms,4.14 s,4.83 s
2023-04-18 16:02:55,636 ms,4.16 s,4.83 s
2023-04-18 16:03:00,657 ms,4.22 s,4.84 s
2023-04-18 16:03:05,643 ms,4.17 s,4.83 s
2023-04-18 16:03:10,621 ms,4.10 s,4.82 s
2023-04-18 16:03:15,625 ms,3.89 s,4.78 s
2023-04-18 16:03:20,578 ms,3.72 s,4.74 s
2023-04-18 16:03:25,527 ms,3.70 s,4.74 s
2023-04-18 16:03:30,519 ms,3.59 s,4.72 s
2023-04-18 16:03:35,493 ms,3.48 s,4.70 s
2023-04-18 16:03:40,475 ms,3.57 s,4.71 s
2023-04-18 16:03:45,467 ms,3.46 s,4.69 s
2023-04-18 16:03:50,463 ms,3.31 s,4.66 s
2023-04-18 16:03:55,457 ms,2.91 s,4.58 s
2023-04-18 16:04:00,446 ms,2.98 s,4.60 s
2023-04-18 16:04:05,439 ms,3.23 s,4.65 s
2023-04-18 16:04:10,427 ms,3.33 s,4.67 s
2023-04-18 16:04:15,434 ms,3.54 s,4.71 s
2023-04-18 16:04:20,440 ms,3.64 s,4.73 s
2023-04-18 16:04:25,433 ms,3.87 s,4.78 s
2023-04-18 16:04:30,412 ms,3.84 s,4.77 s
2023-04-18 16:04:35,384 ms,3.74 s,4.75 s
2023-04-18 16:04:40,375 ms,3.62 s,4.72 s
2023-04-18 16:04:45,365 ms,3.67 s,4.73 s
2023-04-18 16:04:50,365 ms,3.67 s,4.73 s
2023-04-18 16:04:55,370 ms,3.43 s,4.69 s
2023-04-18 16:05:00,370 ms,3.21 s,4.64 s
2023-04-18 16:05:05,370 ms,3.62 s,4.72 s
2023-04-18 16:05:10,380 ms,3.81 s,4.76 s
2023-04-18 16:05:15,381 ms,3.92 s,5.55 s
2023-04-18 16:05:20,375 ms,3.37 s,5.75 s
2023-04-18 16:05:25,401 ms,3.60 s,5.65 s
2023-04-18 16:05:30,471 ms,3.82 s,5.70 s
2023-04-18 16:05:35,484 ms,3.82 s,5.70 s
2023-04-18 16:05:40,474 ms,3.79 s,5.60 s
2023-04-18 16:05:45,469 ms,3.95 s,5.65 s
2023-04-18 16:05:50,467 ms,4.13 s,5.85 s
2023-04-18 16:05:55,476 ms,4.17 s,5.70 s
2023-04-18 16:06:00,482 ms,4.10 s,5.75 s
2023-04-18 16:06:05,457 ms,3.82 s,5.70 s
2023-04-18 16:06:10,466 ms,3.64 s,4.73 s
2023-04-18 16:06:15,440 ms,3.79 s,4.76 s
2023-04-18 16:06:20,454 ms,3.92 s,4.79 s
2023-04-18 16:06:25,423 ms,3.79 s,4.76 s
2023-04-18 16:06:30,431 ms,3.79 s,4.76 s
2023-04-18 16:06:35,446 ms,3.91 s,4.78 s
2023-04-18 16:06:40,431 ms,3.81 s,4.76 s
2023-04-18 16:06:45,431 ms,3.62 s,4.72 s
2023-04-18 16:06:50,414 ms,3.43 s,4.69 s
2023-04-18 16:06:55,399 ms,3.19 s,4.64 s
2023-04-18 16:07:00,404 ms,3.45 s,4.69 s
2023-04-18 16:07:05,394 ms,3.23 s,4.65 s
2023-04-18 16:07:10,411 ms,3.43 s,4.69 s
2023-04-18 16:07:15,388 ms,3.19 s,4.64 s
2023-04-18 16:07:20,418 ms,3.48 s,4.70 s
2023-04-18 16:07:25,426 ms,3.64 s,4.73 s
2023-04-18 16:07:30,434 ms,3.69 s,4.74 s
2023-04-18 16:07:35,447 ms,3.78 s,4.76 s
2023-04-18 16:07:40,425 ms,3.78 s,4.76 s
2023-04-18 16:07:45,389 ms,3.66 s,4.73 s
2023-04-18 16:07:50,426 ms,3.90 s,4.78 s
2023-04-18 16:07:55,412 ms,3.81 s,4.76 s
2023-04-18 16:08:00,471 ms,3.82 s,4.77 s
2023-04-18 16:08:05,646 ms,3.83 s,4.99 s
2023-04-18 16:08:10,674 ms,3.83 s,4.99 s
2023-04-18 16:08:15,816 ms,4.64 s,8.13 s
2023-04-18 16:08:20,1.19 s,5.95 s,10 s
2023-04-18 16:08:25,1.56 s,7.16 s,10 s
2023-04-18 16:08:30,2.19 s,8.20 s,10 s
2023-04-18 16:08:35,2.65 s,8.65 s,10 s
2023-04-18 16:08:40,3.03 s,9.32 s,10 s
2023-04-18 16:08:45,3.19 s,10 s,10 s
2023-04-18 16:08:50,3.36 s,10 s,10 s
2023-04-18 16:08:55,3.58 s,10 s,10 s
2023-04-18 16:09:00,3.73 s,10 s,10 s
2023-04-18 16:09:05,3.76 s,10 s,10 s
2023-04-18 16:09:10,3.77 s,10 s,10 s
2023-04-18 16:09:15,3.78 s,10 s,10 s
2023-04-18 16:09:20,3.73 s,10 s,10 s
2023-04-18 16:09:25,3.71 s,10 s,10 s
2023-04-18 16:09:30,3.74 s,10 s,10 s
2023-04-18 16:09:35,3.66 s,10 s,10 s
2023-04-18 16:09:40,3.60 s,10 s,10 s
2023-04-18 16:09:45,3.50 s,10 s,10 s
2023-04-18 16:09:50,3.33 s,10 s,10 s
2023-04-18 16:09:55,3.22 s,10 s,10 s
2023-04-18 16:10:00,3.15 s,9.96 s,10 s
2023-04-18 16:10:05,2.81 s,10 s,10 s
2023-04-18 16:10:10,1.83 s,8.84 s,10 s
2023-04-18 16:10:15,500 ms,8.50 s,10 s
2023-04-18 16:10:20,347 ms,7.45 s,9.49 s
2023-04-18 16:10:25,292 ms,2.19 s,3.88 s
2023-04-18 16:10:30,300 ms,2.17 s,3.85 s
2023-04-18 16:10:35,318 ms,2.14 s,3.90 s
2023-04-18 16:10:40,354 ms,2.22 s,3.85 s
2023-04-18 16:10:45,365 ms,2.22 s,3.85 s
2023-04-18 16:10:50,365 ms,2.23 s,3.88 s
2023-04-18 16:10:55,385 ms,2.22 s,3.85 s
2023-04-18 16:11:00,375 ms,2.27 s,3.88 s
2023-04-18 16:11:05,365 ms,2.27 s,3.88 s
2023-04-18 16:11:10,344 ms,2.27 s,3.88 s
2023-04-18 16:11:15,321 ms,2.22 s,3.85 s
2023-04-18 16:11:20,292 ms,2.04 s,2.41 s
2023-04-18 16:11:25,325 ms,2.29 s,3.88 s
2023-04-18 16:11:30,317 ms,2.28 s,3.85 s
2023-04-18 16:11:35,295 ms,2.19 s,3.88 s
2023-04-18 16:11:40,273 ms,2.44 s,4.45 s
2023-04-18 16:11:45,306 ms,3.17 s,4.63 s
2023-04-18 16:11:50,264 ms,3.13 s,4.63 s
2023-04-18 16:11:55,306 ms,3.17 s,4.63 s
2023-04-18 16:12:00,307 ms,3.59 s,4.72 s
2023-04-18 16:12:05,330 ms,3.59 s,4.72 s
2023-04-18 16:12:10,341 ms,3.62 s,4.72 s
2023-04-18 16:12:15,364 ms,3.56 s,4.71 s
2023-04-18 16:12:20,318 ms,3.08 s,4.62 s
2023-04-18 16:12:25,318 ms,3.08 s,4.62 s
2023-04-18 16:12:30,307 ms,3.13 s,4.63 s
2023-04-18 16:12:35,333 ms,3.08 s,4.62 s
2023-04-18 16:12:40,288 ms,2.41 s,4.43 s
2023-04-18 16:12:45,295 ms,2.43 s,4.44 s
2023-04-18 16:12:50,304 ms,2.42 s,4.43 s
2023-04-18 16:12:55,298 ms,2.19 s,3.88 s
2023-04-18 16:13:00,292 ms,2.22 s,3.85 s
2023-04-18 16:13:05,284 ms,2.25 s,3.83 s
2023-04-18 16:13:10,281 ms,2.25 s,3.83 s
2023-04-18 16:13:15,284 ms,2.23 s,3.88 s
2023-04-18 16:13:20,307 ms,2.27 s,3.88 s
2023-04-18 16:13:25,333 ms,2.30 s,3.85 s
2023-04-18 16:13:30,281 ms,2.13 s,2.42 s
2023-04-18 16:13:35,302 ms,2.16 s,2.43 s
2023-04-18 16:13:40,302 ms,2.16 s,2.43 s
2023-04-18 16:13:45,250 ms,2.07 s,2.41 s
2023-04-18 16:13:50,233 ms,2.08 s,2.42 s
2023-04-18 16:13:55,227 ms,1.95 s,2.39 s
2023-04-18 16:14:00,244 ms,2.02 s,2.40 s
2023-04-18 16:14:05,244 ms,2.02 s,2.40 s
2023-04-18 16:14:10,261 ms,2.13 s,2.42 s
2023-04-18 16:14:15,233 ms,2.08 s,2.42 s
2023-04-18 16:14:20,227 ms,2.09 s,2.42 s
2023-04-18 16:14:25,250 ms,2.17 s,2.43 s
2023-04-18 16:14:30,304 ms,2.33 s,3.88 s
2023-04-18 16:14:35,333 ms,2.34 s,3.90 s
2023-04-18 16:14:40,446 ms,3.12 s,4.63 s
2023-04-18 16:14:45,446 ms,3.04 s,4.61 s
2023-04-18 16:14:50,528 ms,2.88 s,4.57 s
2023-04-18 16:14:55,425 ms,2.75 s,4.55 s
2023-04-18 16:15:00,450 ms,3.25 s,4.65 s
2023-04-18 16:15:05,417 ms,3.12 s,4.62 s
2023-04-18 16:15:10,471 ms,3.42 s,4.69 s
2023-04-18 16:15:15,455 ms,3.56 s,4.71 s
2023-04-18 16:15:20,467 ms,3.50 s,4.70 s
2023-04-18 16:15:25,431 ms,3.15 s,4.63 s
2023-04-18 16:15:30,438 ms,3.05 s,4.61 s
2023-04-18 16:15:35,419 ms,2.39 s,4.33 s
2023-04-18 16:15:40,440 ms,2.39 s,4.32 s
2023-04-18 16:15:45,432 ms,2.49 s,4.49 s
2023-04-18 16:15:50,475 ms,3.00 s,4.60 s
2023-04-18 16:15:55,488 ms,3.25 s,4.65 s
2023-04-18 16:16:00,488 ms,3.54 s,4.71 s
2023-04-18 16:16:05,489 ms,3.54 s,4.71 s
2023-04-18 16:16:10,500 ms,3.54 s,4.71 s
2023-04-18 16:16:15,457 ms,3.52 s,4.70 s
2023-04-18 16:16:20,450 ms,3.54 s,4.71 s
2023-04-18 16:16:25,467 ms,3.86 s,4.77 s
2023-04-18 16:16:30,478 ms,3.97 s,4.79 s
2023-04-18 16:16:35,440 ms,3.96 s,4.79 s
2023-04-18 16:16:40,440 ms,4.06 s,4.81 s
2023-04-18 16:16:45,435 ms,4.13 s,4.82 s
2023-04-18 16:16:50,429 ms,3.97 s,4.79 s
2023-04-18 16:16:55,398 ms,3.83 s,4.77 s
2023-04-18 16:17:00,375 ms,3.69 s,4.74 s
2023-04-18 16:17:05,350 ms,3.54 s,4.71 s
2023-04-18 16:17:10,350 ms,3.54 s,4.71 s
2023-04-18 16:17:15,365 ms,3.55 s,4.71 s
2023-04-18 16:17:20,370 ms,3.69 s,4.74 s
2023-04-18 16:17:25,371 ms,3.52 s,4.70 s
2023-04-18 16:17:30,406 ms,3.52 s,4.70 s
2023-04-18 16:17:35,391 ms,2.92 s,4.59 s
2023-04-18 16:17:40,371 ms,2.28 s,4.31 s
2023-04-18 16:17:45,342 ms,2.21 s,4.31 s
2023-04-18 16:17:50,340 ms,2.24 s,4.33 s
2023-04-18 16:17:55,355 ms,2.29 s,4.32 s
2023-04-18 16:18:00,367 ms,2.49 s,4.49 s
2023-04-18 16:18:05,375 ms,2.59 s,4.52 s
2023-04-18 16:18:10,380 ms,3.10 s,4.62 s
2023-04-18 16:18:15,356 ms,2.30 s,4.12 s
2023-04-18 16:18:20,344 ms,2.28 s,4.18 s
2023-04-18 16:18:25,307 ms,2.27 s,4.20 s
2023-04-18 16:18:30,285 ms,2.30 s,4.26 s
2023-04-18 16:18:35,313 ms,2.37 s,4.27 s
2023-04-18 16:18:40,358 ms,2.40 s,4.34 s
2023-04-18 16:18:45,393 ms,2.42 s,4.35 s
2023-04-18 16:18:50,365 ms,2.43 s,4.40 s
2023-04-18 16:18:55,337 ms,2.30 s,3.83 s
2023-04-18 16:19:00,313 ms,2.30 s,3.85 s
2023-04-18 16:19:05,278 ms,2.15 s,2.43 s
2023-04-18 16:19:10,266 ms,2.15 s,2.43 s
2023-04-18 16:19:15,250 ms,2.15 s,2.43 s
2023-04-18 16:19:20,318 ms,2.30 s,3.85 s
2023-04-18 16:19:25,338 ms,2.33 s,3.83 s
2023-04-18 16:19:30,327 ms,2.28 s,3.85 s
2023-04-18 16:19:35,325 ms,2.28 s,3.83 s
2023-04-18 16:19:40,342 ms,2.30 s,3.82 s
2023-04-18 16:19:45,342 ms,2.30 s,3.82 s
2023-04-18 16:19:50,344 ms,2.28 s,3.85 s
2023-04-18 16:19:55,331 ms,2.25 s,3.83 s
2023-04-18 16:20:00,340 ms,2.25 s,3.83 s
2023-04-18 16:20:05,344 ms,2.42 s,4.41 s
2023-04-18 16:20:10,350 ms,2.42 s,4.40 s
2023-04-18 16:20:15,336 ms,2.25 s,3.83 s
2023-04-18 16:20:20,325 ms,2.20 s,3.80 s
2023-04-18 16:20:25,306 ms,2.18 s,3.85 s
2023-04-18 16:20:30,308 ms,2.27 s,3.88 s
2023-04-18 16:20:35,286 ms,3.08 s,4.62 s
2023-04-18 16:20:40,292 ms,3.56 s,4.71 s
2023-04-18 16:20:45,284 ms,3.87 s,4.78 s
2023-04-18 16:20:50,318 ms,4.04 s,4.81 s
2023-04-18 16:20:55,295 ms,4.00 s,4.80 s
2023-04-18 16:21:00,250 ms,3.85 s,4.77 s
2023-04-18 16:21:05,234 ms,3.82 s,4.77 s
2023-04-18 16:21:10,225 ms,3.82 s,4.77 s
2023-04-18 16:21:15,238 ms,3.85 s,4.77 s
2023-04-18 16:21:20,266 ms,4.02 s,4.80 s
2023-04-18 16:21:25,284 ms,3.98 s,4.80 s
2023-04-18 16:21:30,279 ms,3.53 s,4.71 s
2023-04-18 16:21:35,260 ms,3.04 s,4.61 s
2023-04-18 16:21:40,245 ms,2.40 s,4.39 s
2023-04-18 16:21:45,239 ms,2.15 s,3.80 s
2023-04-18 16:21:50,238 ms,2.18 s,3.85 s
2023-04-18 16:21:55,229 ms,2.18 s,3.85 s
2023-04-18 16:22:00,250 ms,2.18 s,3.85 s
2023-04-18 16:22:05,288 ms,2.22 s,3.85 s
2023-04-18 16:22:10,269 ms,2.22 s,3.85 s
2023-04-18 16:22:15,269 ms,2.07 s,2.41 s
2023-04-18 16:22:20,244 ms,2.21 s,3.82 s
2023-04-18 16:22:25,244 ms,2.25 s,3.83 s
2023-04-18 16:22:30,229 ms,2.22 s,3.85 s
2023-04-18 16:22:35,250 ms,2.44 s,4.42 s
2023-04-18 16:22:40,264 ms,2.43 s,4.41 s
2023-04-18 16:22:45,292 ms,2.44 s,4.41 s
2023-04-18 16:22:50,300 ms,2.43 s,4.40 s
2023-04-18 16:22:55,300 ms,2.43 s,4.40 s
2023-04-18 16:23:00,278 ms,2.43 s,4.40 s
2023-04-18 16:23:05,292 ms,2.44 s,4.41 s
2023-04-18 16:23:10,266 ms,3.04 s,4.61 s
