"Time","memory_usage"
2023-05-25 18:13:15,37.4%
2023-05-25 18:13:20,37.4%
2023-05-25 18:13:25,37.4%
2023-05-25 18:13:30,37.4%
2023-05-25 18:13:35,39.4%
2023-05-25 18:13:40,39.2%
2023-05-25 18:13:45,37.8%
2023-05-25 18:13:50,37.9%
2023-05-25 18:13:55,37.9%
2023-05-25 18:14:00,38.3%
2023-05-25 18:14:05,38.1%
2023-05-25 18:14:10,37.6%
2023-05-25 18:14:15,37.6%
2023-05-25 18:14:20,37.7%
2023-05-25 18:14:25,37.7%
2023-05-25 18:14:30,37.7%
2023-05-25 18:14:35,37.9%
2023-05-25 18:14:40,37.9%
2023-05-25 18:14:45,37.7%
2023-05-25 18:14:50,37.9%
2023-05-25 18:14:55,37.9%
2023-05-25 18:15:00,37.9%
2023-05-25 18:15:05,37.9%
2023-05-25 18:15:10,37.9%
2023-05-25 18:15:15,37.7%
2023-05-25 18:15:20,37.7%
2023-05-25 18:15:25,38.1%
2023-05-25 18:15:30,37.9%
2023-05-25 18:15:35,37.9%
2023-05-25 18:15:40,37.9%
2023-05-25 18:15:45,37.7%
2023-05-25 18:15:50,38.1%
2023-05-25 18:15:55,38.1%
2023-05-25 18:16:00,38.1%
2023-05-25 18:16:05,38.1%
2023-05-25 18:16:10,38.1%
2023-05-25 18:16:15,38.1%
2023-05-25 18:16:20,38.1%
2023-05-25 18:16:25,38.1%
2023-05-25 18:16:30,38.1%
2023-05-25 18:16:35,38.1%
2023-05-25 18:16:40,38.1%
2023-05-25 18:16:45,38.1%
2023-05-25 18:16:50,38.1%
2023-05-25 18:16:55,38.1%
2023-05-25 18:17:00,38.1%
2023-05-25 18:17:05,38.1%
2023-05-25 18:17:10,38.1%
2023-05-25 18:17:15,38.1%
2023-05-25 18:17:20,38.1%
2023-05-25 18:17:25,38.1%
2023-05-25 18:17:30,38.1%
2023-05-25 18:17:35,38.1%
2023-05-25 18:17:40,37.9%
2023-05-25 18:17:45,37.9%
2023-05-25 18:17:50,37.9%
2023-05-25 18:17:55,37.9%
2023-05-25 18:18:00,37.9%
2023-05-25 18:18:05,37.9%
2023-05-25 18:18:10,37.9%
2023-05-25 18:18:15,37.9%
2023-05-25 18:18:20,37.9%
2023-05-25 18:18:25,37.9%
2023-05-25 18:18:30,37.9%
2023-05-25 18:18:35,37.9%
2023-05-25 18:18:40,38.1%
2023-05-25 18:18:45,38.1%
2023-05-25 18:18:50,38.1%
2023-05-25 18:18:55,38.1%
2023-05-25 18:19:00,38.1%
2023-05-25 18:19:05,38.1%
2023-05-25 18:19:10,38.1%
2023-05-25 18:19:15,38.1%
2023-05-25 18:19:20,37.7%
2023-05-25 18:19:25,37.7%
2023-05-25 18:19:30,37.7%
2023-05-25 18:19:35,37.7%
2023-05-25 18:19:40,37.7%
2023-05-25 18:19:45,37.7%
2023-05-25 18:19:50,37.9%
2023-05-25 18:19:55,37.9%
2023-05-25 18:20:00,37.9%
2023-05-25 18:20:05,38.3%
2023-05-25 18:20:10,38.3%
2023-05-25 18:20:15,38.3%
2023-05-25 18:20:20,38.3%
2023-05-25 18:20:25,38.1%
2023-05-25 18:20:30,38.1%
2023-05-25 18:20:35,38.5%
2023-05-25 18:20:40,38.1%
2023-05-25 18:20:45,38.1%
2023-05-25 18:20:50,38.1%
2023-05-25 18:20:55,38.1%
2023-05-25 18:21:00,38.1%
2023-05-25 18:21:05,38.1%
2023-05-25 18:21:10,38.1%
2023-05-25 18:21:15,38.1%
2023-05-25 18:21:20,38.1%
2023-05-25 18:21:25,38.1%
2023-05-25 18:21:30,38.1%
2023-05-25 18:21:35,38.1%
2023-05-25 18:21:40,38.1%
2023-05-25 18:21:45,38.1%
2023-05-25 18:21:50,38.1%
2023-05-25 18:21:55,38.1%
2023-05-25 18:22:00,38.1%
2023-05-25 18:22:05,38.1%
2023-05-25 18:22:10,38.1%
2023-05-25 18:22:15,38.1%
2023-05-25 18:22:20,38.1%
2023-05-25 18:22:25,38.1%
2023-05-25 18:22:30,38.1%
2023-05-25 18:22:35,38.1%
2023-05-25 18:22:40,38.1%
2023-05-25 18:22:45,38.1%
2023-05-25 18:22:50,38.1%
2023-05-25 18:22:55,38.1%
2023-05-25 18:23:00,38.1%
2023-05-25 18:23:05,38.1%
2023-05-25 18:23:10,38.1%
2023-05-25 18:23:15,38.1%
2023-05-25 18:23:20,38.1%
2023-05-25 18:23:25,38.1%
2023-05-25 18:23:30,38.1%
2023-05-25 18:23:35,38.1%
2023-05-25 18:23:40,38.1%
2023-05-25 18:23:45,38.1%
2023-05-25 18:23:50,38.1%
2023-05-25 18:23:55,38.1%
2023-05-25 18:24:00,38.1%
2023-05-25 18:24:05,38.1%
2023-05-25 18:24:10,38.5%
2023-05-25 18:24:15,38.5%
2023-05-25 18:24:20,38.5%
2023-05-25 18:24:25,38.5%
2023-05-25 18:24:30,38.5%
2023-05-25 18:24:35,38.5%
2023-05-25 18:24:40,38.5%
2023-05-25 18:24:45,38.5%
2023-05-25 18:24:50,38.5%
2023-05-25 18:24:55,38.5%
2023-05-25 18:25:00,38.5%
2023-05-25 18:25:05,38.5%
2023-05-25 18:25:10,38.5%
2023-05-25 18:25:15,38.3%
2023-05-25 18:25:20,38.3%
2023-05-25 18:25:25,38.3%
2023-05-25 18:25:30,38.3%
2023-05-25 18:25:35,38.3%
2023-05-25 18:25:40,38.3%
2023-05-25 18:25:45,38.1%
2023-05-25 18:25:50,38.1%
2023-05-25 18:25:55,38.1%
2023-05-25 18:26:00,38.1%
2023-05-25 18:26:05,38.1%
2023-05-25 18:26:10,38.1%
2023-05-25 18:26:15,38.1%
2023-05-25 18:26:20,38.1%
2023-05-25 18:26:25,38.1%
2023-05-25 18:26:30,38.1%
2023-05-25 18:26:35,38.1%
2023-05-25 18:26:40,38.1%
2023-05-25 18:26:45,38.1%
2023-05-25 18:26:50,38.1%
2023-05-25 18:26:55,38.1%
2023-05-25 18:27:00,38.1%
2023-05-25 18:27:05,38.1%
2023-05-25 18:27:10,38.1%
2023-05-25 18:27:15,38.1%
2023-05-25 18:27:20,38.1%
2023-05-25 18:27:25,38.1%
2023-05-25 18:27:30,38.1%
2023-05-25 18:27:35,37.5%
2023-05-25 18:27:40,37.5%
2023-05-25 18:27:45,37.5%
2023-05-25 18:27:50,37.5%
2023-05-25 18:27:55,37.7%
2023-05-25 18:28:00,37.7%
2023-05-25 18:28:05,37.7%
2023-05-25 18:28:10,37.7%
2023-05-25 18:28:15,37.4%
2023-05-25 18:28:20,37.5%
2023-05-25 18:28:25,37.4%
2023-05-25 18:28:30,37.4%
2023-05-25 18:28:35,37.9%
2023-05-25 18:28:40,37.6%
2023-05-25 18:28:45,37.6%
2023-05-25 18:28:50,37.6%
2023-05-25 18:28:55,37.4%
2023-05-25 18:29:00,37.4%
2023-05-25 18:29:05,37.4%
2023-05-25 18:29:10,37.4%
2023-05-25 18:29:15,37.4%
2023-05-25 18:29:20,37.4%
2023-05-25 18:29:25,37.2%
2023-05-25 18:29:30,37.6%
2023-05-25 18:29:35,37.6%
2023-05-25 18:29:40,37.8%
2023-05-25 18:29:45,37.8%
2023-05-25 18:29:50,37.8%
2023-05-25 18:29:55,37.4%
2023-05-25 18:30:00,37.4%
2023-05-25 18:30:05,37.4%
2023-05-25 18:30:10,37.4%
2023-05-25 18:30:15,37.4%
2023-05-25 18:30:20,37.4%
2023-05-25 18:30:25,37.4%
2023-05-25 18:30:30,37.4%
2023-05-25 18:30:35,37.4%
2023-05-25 18:30:40,37.4%
2023-05-25 18:30:45,37.4%
2023-05-25 18:30:50,37.8%
2023-05-25 18:30:55,37.8%
2023-05-25 18:31:00,37.8%
2023-05-25 18:31:05,37.6%
2023-05-25 18:31:10,37.6%
2023-05-25 18:31:15,37.6%
2023-05-25 18:31:20,37.4%
2023-05-25 18:31:25,37.4%
2023-05-25 18:31:30,37.9%
2023-05-25 18:31:35,37.7%
2023-05-25 18:31:40,37.7%
2023-05-25 18:31:45,37.8%
2023-05-25 18:31:50,37.6%
2023-05-25 18:31:55,37.6%
2023-05-25 18:32:00,38.4%
2023-05-25 18:32:05,37.9%
2023-05-25 18:32:10,37.7%
2023-05-25 18:32:15,37.6%
2023-05-25 18:32:20,38.7%
2023-05-25 18:32:25,37.3%
2023-05-25 18:32:30,37.5%
2023-05-25 18:32:35,37.9%
2023-05-25 18:32:40,37.9%
2023-05-25 18:32:45,37.7%
2023-05-25 18:32:50,37.7%
2023-05-25 18:32:55,38.4%
2023-05-25 18:33:00,38.4%
2023-05-25 18:33:05,38.4%
2023-05-25 18:33:10,38.4%
2023-05-25 18:33:15,39.4%
2023-05-25 18:33:20,38.4%
2023-05-25 18:33:25,38.2%
2023-05-25 18:33:30,38.2%
2023-05-25 18:33:35,37.9%
2023-05-25 18:33:40,37.9%
2023-05-25 18:33:45,37.9%
2023-05-25 18:33:50,37.9%
2023-05-25 18:33:55,39.5%
2023-05-25 18:34:00,38.5%
2023-05-25 18:34:05,38.5%
2023-05-25 18:34:10,38.5%
2023-05-25 18:34:15,38.5%
2023-05-25 18:34:20,38.5%
2023-05-25 18:34:25,38.5%
2023-05-25 18:34:30,38.1%
2023-05-25 18:34:35,38.1%
2023-05-25 18:34:40,38.9%
2023-05-25 18:34:45,38.2%
2023-05-25 18:34:50,38.2%
2023-05-25 18:34:55,38.2%
2023-05-25 18:35:00,38.2%
2023-05-25 18:35:05,38.2%
2023-05-25 18:35:10,37.9%
2023-05-25 18:35:15,37.9%
2023-05-25 18:35:20,38.0%
2023-05-25 18:35:25,38.0%
2023-05-25 18:35:30,38.8%
2023-05-25 18:35:35,38.8%
2023-05-25 18:35:40,38.8%
2023-05-25 18:35:45,38.6%
2023-05-25 18:35:50,38.6%
2023-05-25 18:35:55,38.6%
2023-05-25 18:36:00,38.6%
2023-05-25 18:36:05,38.3%
2023-05-25 18:36:10,38.1%
2023-05-25 18:36:15,38.1%
2023-05-25 18:36:20,38.1%
2023-05-25 18:36:25,37.4%
2023-05-25 18:36:30,37.8%
2023-05-25 18:36:35,37.6%
2023-05-25 18:36:40,38.0%
2023-05-25 18:36:45,38.0%
2023-05-25 18:36:50,38.0%
2023-05-25 18:36:55,38.0%
2023-05-25 18:37:00,38.0%
2023-05-25 18:37:05,38.0%
2023-05-25 18:37:10,38.0%
2023-05-25 18:37:15,38.0%
2023-05-25 18:37:20,38.8%
2023-05-25 18:37:25,37.9%
2023-05-25 18:37:30,38.0%
2023-05-25 18:37:35,37.6%
2023-05-25 18:37:40,37.6%
2023-05-25 18:37:45,37.6%
2023-05-25 18:37:50,38.5%
2023-05-25 18:37:55,38.5%
2023-05-25 18:38:00,38.1%
2023-05-25 18:38:05,37.6%
2023-05-25 18:38:10,37.6%
2023-05-25 18:38:15,37.6%
2023-05-25 18:38:20,37.6%
2023-05-25 18:38:25,37.6%
2023-05-25 18:38:30,38.8%
2023-05-25 18:38:35,38.0%
2023-05-25 18:38:40,39.1%
2023-05-25 18:38:45,39.0%
2023-05-25 18:38:50,38.1%
2023-05-25 18:38:55,37.7%
2023-05-25 18:39:00,37.7%
2023-05-25 18:39:05,38.1%
2023-05-25 18:39:10,38.1%
2023-05-25 18:39:15,37.9%
2023-05-25 18:39:20,38.3%
2023-05-25 18:39:25,38.3%
2023-05-25 18:39:30,38.3%
2023-05-25 18:39:35,38.0%
2023-05-25 18:39:40,37.8%
2023-05-25 18:39:45,37.8%
2023-05-25 18:39:50,37.8%
2023-05-25 18:39:55,37.8%
2023-05-25 18:40:00,37.3%
2023-05-25 18:40:05,38.1%
2023-05-25 18:40:10,38.1%
2023-05-25 18:40:15,38.1%
2023-05-25 18:40:20,38.9%
2023-05-25 18:40:25,38.9%
2023-05-25 18:40:30,38.7%
2023-05-25 18:40:35,38.7%
2023-05-25 18:40:40,38.5%
2023-05-25 18:40:45,38.5%
2023-05-25 18:40:50,36.9%
2023-05-25 18:40:55,36.9%
2023-05-25 18:41:00,36.9%
2023-05-25 18:41:05,38.2%
2023-05-25 18:41:10,38.4%
2023-05-25 18:41:15,38.4%
2023-05-25 18:41:20,38.4%
2023-05-25 18:41:25,38.8%
2023-05-25 18:41:30,37.5%
2023-05-25 18:41:35,37.9%
2023-05-25 18:41:40,38.7%
2023-05-25 18:41:45,38.7%
2023-05-25 18:41:50,38.7%
2023-05-25 18:41:55,39.1%
2023-05-25 18:42:00,39.1%
2023-05-25 18:42:05,38.2%
2023-05-25 18:42:10,37.7%
2023-05-25 18:42:15,37.7%
2023-05-25 18:42:20,37.7%
2023-05-25 18:42:25,37.7%
2023-05-25 18:42:30,37.3%
2023-05-25 18:42:35,37.3%
2023-05-25 18:42:40,37.3%
2023-05-25 18:42:45,37.3%
2023-05-25 18:42:50,37.3%
2023-05-25 18:42:55,37.3%
2023-05-25 18:43:00,37.3%
2023-05-25 18:43:05,37.3%
2023-05-25 18:43:10,37.3%
2023-05-25 18:43:15,37.3%
2023-05-25 18:43:20,37.3%
2023-05-25 18:43:25,37.3%
2023-05-25 18:43:30,37.3%
2023-05-25 18:43:35,37.3%
2023-05-25 18:43:40,37.3%
2023-05-25 18:43:45,37.3%
2023-05-25 18:43:50,37.7%
2023-05-25 18:43:55,37.7%
2023-05-25 18:44:00,37.7%
2023-05-25 18:44:05,37.7%
2023-05-25 18:44:10,37.7%
2023-05-25 18:44:15,37.7%
2023-05-25 18:44:20,37.7%
2023-05-25 18:44:25,37.7%
2023-05-25 18:44:30,37.7%
2023-05-25 18:44:35,37.7%
2023-05-25 18:44:40,37.7%
2023-05-25 18:44:45,37.7%
2023-05-25 18:44:50,37.7%
2023-05-25 18:44:55,37.7%
2023-05-25 18:45:00,37.7%
2023-05-25 18:45:05,37.7%
2023-05-25 18:45:10,37.7%
2023-05-25 18:45:15,37.3%
2023-05-25 18:45:20,37.3%
2023-05-25 18:45:25,38.3%
2023-05-25 18:45:30,38.3%
2023-05-25 18:45:35,38.3%
2023-05-25 18:45:40,38.3%
2023-05-25 18:45:45,38.8%
2023-05-25 18:45:50,38.8%
2023-05-25 18:45:55,38.8%
2023-05-25 18:46:00,38.3%
2023-05-25 18:46:05,38.3%
2023-05-25 18:46:10,38.3%
2023-05-25 18:46:15,38.1%
2023-05-25 18:46:20,36.5%
2023-05-25 18:46:25,37.1%
2023-05-25 18:46:30,37.5%
2023-05-25 18:46:35,37.5%
2023-05-25 18:46:40,37.5%
2023-05-25 18:46:45,36.8%
2023-05-25 18:46:50,36.8%
2023-05-25 18:46:55,38.7%
2023-05-25 18:47:00,38.7%
2023-05-25 18:47:05,38.7%
2023-05-25 18:47:10,38.5%
2023-05-25 18:47:15,38.5%
2023-05-25 18:47:20,38.5%
2023-05-25 18:47:25,38.5%
2023-05-25 18:47:30,38.5%
2023-05-25 18:47:35,37.7%
2023-05-25 18:47:40,38.1%
2023-05-25 18:47:45,38.1%
2023-05-25 18:47:50,38.1%
2023-05-25 18:47:55,38.1%
2023-05-25 18:48:00,37.4%
2023-05-25 18:48:05,37.4%
2023-05-25 18:48:10,36.9%
2023-05-25 18:48:15,37.9%
2023-05-25 18:48:20,37.9%
2023-05-25 18:48:25,37.9%
2023-05-25 18:48:30,37.9%
2023-05-25 18:48:35,37.9%
2023-05-25 18:48:40,37.9%
2023-05-25 18:48:45,37.9%
2023-05-25 18:48:50,37.9%
2023-05-25 18:48:55,38.3%
2023-05-25 18:49:00,38.1%
2023-05-25 18:49:05,38.1%
2023-05-25 18:49:10,38.1%
2023-05-25 18:49:15,38.1%
2023-05-25 18:49:20,38.1%
2023-05-25 18:49:25,38.1%
2023-05-25 18:49:30,38.1%
2023-05-25 18:49:35,38.1%
2023-05-25 18:49:40,38.1%
2023-05-25 18:49:45,38.1%
2023-05-25 18:49:50,37.9%
2023-05-25 18:49:55,37.9%
2023-05-25 18:50:00,37.9%
2023-05-25 18:50:05,37.9%
2023-05-25 18:50:10,37.9%
2023-05-25 18:50:15,37.9%
2023-05-25 18:50:20,37.9%
2023-05-25 18:50:25,37.9%
2023-05-25 18:50:30,37.9%
2023-05-25 18:50:35,37.9%
2023-05-25 18:50:40,37.9%
2023-05-25 18:50:45,37.9%
2023-05-25 18:50:50,37.9%
2023-05-25 18:50:55,37.9%
2023-05-25 18:51:00,37.9%
2023-05-25 18:51:05,37.9%
2023-05-25 18:51:10,37.9%
2023-05-25 18:51:15,37.9%
2023-05-25 18:51:20,37.9%
2023-05-25 18:51:25,37.9%
2023-05-25 18:51:30,37.9%
2023-05-25 18:51:35,37.9%
2023-05-25 18:51:40,37.9%
2023-05-25 18:51:45,37.9%
2023-05-25 18:51:50,37.9%
2023-05-25 18:51:55,37.9%
2023-05-25 18:52:00,37.9%
2023-05-25 18:52:05,37.9%
2023-05-25 18:52:10,37.9%
2023-05-25 18:52:15,37.9%
2023-05-25 18:52:20,37.9%
2023-05-25 18:52:25,37.9%
2023-05-25 18:52:30,37.9%
2023-05-25 18:52:35,37.9%
2023-05-25 18:52:40,37.9%
2023-05-25 18:52:45,37.9%
2023-05-25 18:52:50,37.9%
2023-05-25 18:52:55,37.9%
2023-05-25 18:53:00,37.9%
2023-05-25 18:53:05,37.9%
2023-05-25 18:53:10,37.9%
2023-05-25 18:53:15,37.9%
2023-05-25 18:53:20,37.9%
2023-05-25 18:53:25,37.9%
2023-05-25 18:53:30,37.9%
2023-05-25 18:53:35,37.9%
2023-05-25 18:53:40,37.9%
2023-05-25 18:53:45,37.9%
2023-05-25 18:53:50,37.9%
2023-05-25 18:53:55,37.9%
2023-05-25 18:54:00,37.9%
2023-05-25 18:54:05,37.9%
2023-05-25 18:54:10,37.9%
2023-05-25 18:54:15,37.9%
2023-05-25 18:54:20,37.9%
2023-05-25 18:54:25,37.9%
2023-05-25 18:54:30,37.9%
2023-05-25 18:54:35,37.9%
2023-05-25 18:54:40,37.9%
2023-05-25 18:54:45,37.9%
2023-05-25 18:54:50,37.9%
2023-05-25 18:54:55,37.7%
2023-05-25 18:55:00,37.7%
2023-05-25 18:55:05,37.7%
2023-05-25 18:55:10,37.7%
2023-05-25 18:55:15,37.7%
2023-05-25 18:55:20,37.7%
2023-05-25 18:55:25,38.1%
2023-05-25 18:55:30,38.1%
2023-05-25 18:55:35,38.1%
2023-05-25 18:55:40,38.1%
2023-05-25 18:55:45,38.1%
2023-05-25 18:55:50,38.1%
2023-05-25 18:55:55,38.1%
2023-05-25 18:56:00,38.1%
2023-05-25 18:56:05,38.1%
2023-05-25 18:56:10,38.1%
2023-05-25 18:56:15,38.1%
2023-05-25 18:56:20,38.1%
2023-05-25 18:56:25,38.1%
2023-05-25 18:56:30,38.1%
2023-05-25 18:56:35,38.1%
2023-05-25 18:56:40,38.1%
2023-05-25 18:56:45,38.1%
2023-05-25 18:56:50,38.1%
2023-05-25 18:56:55,38.1%
2023-05-25 18:57:00,38.1%
2023-05-25 18:57:05,38.5%
2023-05-25 18:57:10,38.5%
2023-05-25 18:57:15,38.5%
2023-05-25 18:57:20,38.5%
2023-05-25 18:57:25,38.3%
2023-05-25 18:57:30,38.1%
2023-05-25 18:57:35,37.9%
2023-05-25 18:57:40,37.9%
2023-05-25 18:57:45,37.9%
2023-05-25 18:57:50,37.9%
2023-05-25 18:57:55,37.9%
2023-05-25 18:58:00,37.9%
2023-05-25 18:58:05,37.9%
2023-05-25 18:58:10,37.9%
2023-05-25 18:58:15,37.9%
2023-05-25 18:58:20,38.3%
2023-05-25 18:58:25,38.3%
2023-05-25 18:58:30,38.3%
2023-05-25 18:58:35,38.3%
2023-05-25 18:58:40,38.3%
2023-05-25 18:58:45,38.3%
2023-05-25 18:58:50,38.3%
2023-05-25 18:58:55,38.3%
2023-05-25 18:59:00,38.3%
2023-05-25 18:59:05,38.9%
2023-05-25 18:59:10,39.3%
2023-05-25 18:59:15,38.8%
2023-05-25 18:59:20,39.0%
2023-05-25 18:59:25,38.8%
2023-05-25 18:59:30,38.8%
2023-05-25 18:59:35,39.2%
2023-05-25 18:59:40,39.0%
2023-05-25 18:59:45,39.0%
2023-05-25 18:59:50,38.1%
2023-05-25 18:59:55,40.0%
2023-05-25 19:00:00,40.2%
2023-05-25 19:00:05,40.2%
2023-05-25 19:00:10,40.2%
2023-05-25 19:00:15,40.2%
2023-05-25 19:00:20,40.2%
2023-05-25 19:00:25,38.8%
2023-05-25 19:00:30,38.8%
2023-05-25 19:00:35,38.8%
2023-05-25 19:00:40,38.8%
2023-05-25 19:00:45,38.8%
2023-05-25 19:00:50,38.8%
2023-05-25 19:00:55,38.6%
2023-05-25 19:01:00,39.0%
2023-05-25 19:01:05,39.0%
2023-05-25 19:01:10,39.0%
2023-05-25 19:01:15,39.0%
2023-05-25 19:01:20,39.0%
2023-05-25 19:01:25,39.0%
2023-05-25 19:01:30,39.0%
2023-05-25 19:01:35,38.9%
2023-05-25 19:01:40,39.0%
2023-05-25 19:01:45,39.0%
2023-05-25 19:01:50,39.0%
2023-05-25 19:01:55,39.0%
2023-05-25 19:02:00,39.0%
2023-05-25 19:02:05,39.0%
2023-05-25 19:02:10,39.0%
2023-05-25 19:02:15,39.0%
2023-05-25 19:02:20,39.0%
2023-05-25 19:02:25,39.0%
2023-05-25 19:02:30,39.0%
2023-05-25 19:02:35,38.1%
2023-05-25 19:02:40,38.1%
2023-05-25 19:02:45,38.1%
2023-05-25 19:02:50,37.9%
2023-05-25 19:02:55,37.9%
2023-05-25 19:03:00,37.9%
2023-05-25 19:03:05,38.3%
2023-05-25 19:03:10,38.3%
2023-05-25 19:03:15,38.3%
2023-05-25 19:03:20,38.3%
2023-05-25 19:03:25,38.3%
2023-05-25 19:03:30,38.3%
2023-05-25 19:03:35,38.3%
2023-05-25 19:03:40,38.3%
2023-05-25 19:03:45,38.3%
2023-05-25 19:03:50,38.3%
2023-05-25 19:03:55,38.3%
2023-05-25 19:04:00,38.3%
2023-05-25 19:04:05,38.3%
2023-05-25 19:04:10,38.3%
2023-05-25 19:04:15,38.1%
2023-05-25 19:04:20,38.3%
2023-05-25 19:04:25,38.7%
2023-05-25 19:04:30,38.4%
2023-05-25 19:04:35,38.7%
2023-05-25 19:04:40,38.8%
2023-05-25 19:04:45,38.5%
2023-05-25 19:04:50,39.6%
2023-05-25 19:04:55,38.3%
2023-05-25 19:05:00,38.3%
2023-05-25 19:05:05,38.0%
2023-05-25 19:05:10,38.0%
2023-05-25 19:05:15,38.0%
2023-05-25 19:05:20,38.1%
2023-05-25 19:05:25,36.9%
2023-05-25 19:05:30,38.1%
2023-05-25 19:05:35,38.1%
2023-05-25 19:05:40,38.9%
2023-05-25 19:05:45,38.6%
2023-05-25 19:05:50,39.0%
2023-05-25 19:05:55,39.0%
2023-05-25 19:06:00,38.3%
2023-05-25 19:06:05,38.3%
2023-05-25 19:06:10,38.7%
2023-05-25 19:06:15,38.7%
2023-05-25 19:06:20,38.1%
2023-05-25 19:06:25,38.1%
2023-05-25 19:06:30,38.0%
2023-05-25 19:06:35,39.5%
2023-05-25 19:06:40,39.6%
2023-05-25 19:06:45,38.8%
2023-05-25 19:06:50,38.8%
2023-05-25 19:06:55,38.4%
2023-05-25 19:07:00,38.7%
2023-05-25 19:07:05,38.4%
2023-05-25 19:07:10,38.2%
2023-05-25 19:07:15,37.7%
2023-05-25 19:07:20,38.2%
2023-05-25 19:07:25,38.1%
2023-05-25 19:07:30,37.8%
2023-05-25 19:07:35,37.9%
2023-05-25 19:07:40,38.0%
2023-05-25 19:07:45,38.0%
2023-05-25 19:07:50,38.0%
2023-05-25 19:07:55,37.9%
2023-05-25 19:08:00,37.7%
2023-05-25 19:08:05,38.0%
2023-05-25 19:08:10,38.0%
2023-05-25 19:08:15,38.0%
2023-05-25 19:08:20,38.0%
2023-05-25 19:08:25,38.0%
2023-05-25 19:08:30,38.0%
2023-05-25 19:08:35,38.0%
2023-05-25 19:08:40,38.0%
2023-05-25 19:08:45,38.0%
2023-05-25 19:08:50,38.0%
2023-05-25 19:08:55,37.6%
2023-05-25 19:09:00,37.9%
2023-05-25 19:09:05,37.8%
2023-05-25 19:09:10,38.0%
2023-05-25 19:09:15,38.0%
2023-05-25 19:09:20,37.7%
2023-05-25 19:09:25,37.8%
2023-05-25 19:09:30,37.8%
2023-05-25 19:09:35,38.2%
2023-05-25 19:09:40,38.2%
2023-05-25 19:09:45,38.2%
2023-05-25 19:09:50,37.8%
2023-05-25 19:09:55,37.8%
2023-05-25 19:10:00,37.8%
2023-05-25 19:10:05,37.8%
2023-05-25 19:10:10,37.8%
2023-05-25 19:10:15,38.2%
2023-05-25 19:10:20,38.2%
2023-05-25 19:10:25,38.6%
2023-05-25 19:10:30,38.0%
2023-05-25 19:10:35,38.0%
2023-05-25 19:10:40,38.0%
2023-05-25 19:10:45,38.0%
2023-05-25 19:10:50,38.0%
2023-05-25 19:10:55,38.2%
2023-05-25 19:11:00,38.0%
2023-05-25 19:11:05,38.4%
2023-05-25 19:11:10,38.5%
2023-05-25 19:11:15,38.9%
2023-05-25 19:11:20,38.4%
2023-05-25 19:11:25,37.8%
2023-05-25 19:11:30,38.4%
2023-05-25 19:11:35,38.4%
2023-05-25 19:11:40,38.4%
2023-05-25 19:11:45,38.4%
2023-05-25 19:11:50,38.4%
2023-05-25 19:11:55,38.1%
2023-05-25 19:12:00,37.8%
2023-05-25 19:12:05,37.2%
2023-05-25 19:12:10,37.5%
2023-05-25 19:12:15,37.3%
2023-05-25 19:12:20,38.5%
2023-05-25 19:12:25,38.5%
2023-05-25 19:12:30,38.8%
2023-05-25 19:12:35,38.3%
2023-05-25 19:12:40,38.3%
2023-05-25 19:12:45,38.3%
2023-05-25 19:12:50,38.5%
2023-05-25 19:12:55,38.5%
2023-05-25 19:13:00,38.5%
2023-05-25 19:13:05,38.4%
