"Time","memory_usage"
2023-05-25 19:13:10,38.7%
2023-05-25 19:13:15,38.4%
2023-05-25 19:13:20,39.1%
2023-05-25 19:13:25,38.5%
2023-05-25 19:13:30,38.5%
2023-05-25 19:13:35,38.0%
2023-05-25 19:13:40,38.2%
2023-05-25 19:13:45,38.0%
2023-05-25 19:13:50,38.4%
2023-05-25 19:13:55,38.6%
2023-05-25 19:14:00,38.2%
2023-05-25 19:14:05,38.3%
2023-05-25 19:14:10,38.8%
2023-05-25 19:14:15,39.4%
2023-05-25 19:14:20,39.3%
2023-05-25 19:14:25,39.3%
2023-05-25 19:14:30,38.2%
2023-05-25 19:14:35,38.2%
2023-05-25 19:14:40,38.3%
2023-05-25 19:14:45,38.3%
2023-05-25 19:14:50,38.3%
2023-05-25 19:14:55,38.3%
2023-05-25 19:15:00,38.2%
2023-05-25 19:15:05,38.2%
2023-05-25 19:15:10,38.2%
2023-05-25 19:15:15,38.2%
2023-05-25 19:15:20,38.2%
2023-05-25 19:15:25,38.0%
2023-05-25 19:15:30,38.0%
2023-05-25 19:15:35,38.2%
2023-05-25 19:15:40,38.2%
2023-05-25 19:15:45,38.2%
2023-05-25 19:15:50,38.2%
2023-05-25 19:15:55,38.2%
2023-05-25 19:16:00,38.4%
2023-05-25 19:16:05,38.4%
2023-05-25 19:16:10,38.4%
2023-05-25 19:16:15,38.4%
2023-05-25 19:16:20,38.4%
2023-05-25 19:16:25,38.4%
2023-05-25 19:16:30,38.6%
2023-05-25 19:16:35,38.3%
2023-05-25 19:16:40,38.3%
2023-05-25 19:16:45,38.3%
2023-05-25 19:16:50,38.4%
2023-05-25 19:16:55,38.4%
2023-05-25 19:17:00,38.4%
2023-05-25 19:17:05,38.4%
2023-05-25 19:17:10,38.4%
2023-05-25 19:17:15,38.4%
2023-05-25 19:17:20,38.4%
2023-05-25 19:17:25,38.4%
2023-05-25 19:17:30,38.4%
2023-05-25 19:17:35,38.4%
2023-05-25 19:17:40,38.4%
2023-05-25 19:17:45,38.4%
2023-05-25 19:17:50,38.4%
2023-05-25 19:17:55,38.4%
2023-05-25 19:18:00,38.4%
2023-05-25 19:18:05,38.4%
2023-05-25 19:18:10,38.4%
2023-05-25 19:18:15,38.4%
2023-05-25 19:18:20,38.4%
2023-05-25 19:18:25,38.4%
2023-05-25 19:18:30,38.4%
2023-05-25 19:18:35,38.2%
2023-05-25 19:18:40,38.2%
2023-05-25 19:18:45,38.2%
2023-05-25 19:18:50,38.2%
2023-05-25 19:18:55,38.2%
2023-05-25 19:19:00,38.2%
2023-05-25 19:19:05,38.2%
2023-05-25 19:19:10,38.2%
2023-05-25 19:19:15,38.4%
2023-05-25 19:19:20,38.4%
2023-05-25 19:19:25,38.4%
2023-05-25 19:19:30,38.6%
2023-05-25 19:19:35,38.6%
2023-05-25 19:19:40,38.6%
2023-05-25 19:19:45,38.6%
2023-05-25 19:19:50,38.6%
2023-05-25 19:19:55,38.6%
2023-05-25 19:20:00,38.0%
2023-05-25 19:20:05,38.0%
2023-05-25 19:20:10,38.5%
2023-05-25 19:20:15,38.5%
2023-05-25 19:20:20,38.5%
2023-05-25 19:20:25,38.5%
2023-05-25 19:20:30,38.5%
2023-05-25 19:20:35,38.5%
2023-05-25 19:20:40,38.5%
2023-05-25 19:20:45,38.5%
2023-05-25 19:20:50,38.4%
2023-05-25 19:20:55,38.5%
2023-05-25 19:21:00,38.5%
2023-05-25 19:21:05,38.5%
2023-05-25 19:21:10,38.5%
2023-05-25 19:21:15,38.2%
2023-05-25 19:21:20,38.2%
2023-05-25 19:21:25,38.2%
2023-05-25 19:21:30,38.7%
2023-05-25 19:21:35,39.2%
2023-05-25 19:21:40,38.1%
2023-05-25 19:21:45,38.1%
2023-05-25 19:21:50,38.9%
2023-05-25 19:21:55,38.4%
2023-05-25 19:22:00,38.4%
2023-05-25 19:22:05,39.1%
2023-05-25 19:22:10,38.0%
2023-05-25 19:22:15,38.0%
2023-05-25 19:22:20,38.4%
2023-05-25 19:22:25,38.4%
2023-05-25 19:22:30,38.5%
2023-05-25 19:22:35,38.6%
2023-05-25 19:22:40,38.4%
2023-05-25 19:22:45,38.6%
2023-05-25 19:22:50,39.5%
2023-05-25 19:22:55,38.1%
2023-05-25 19:23:00,38.1%
2023-05-25 19:23:05,38.0%
2023-05-25 19:23:10,37.9%
2023-05-25 19:23:15,37.9%
2023-05-25 19:23:20,38.4%
2023-05-25 19:23:25,39.3%
2023-05-25 19:23:30,39.3%
2023-05-25 19:23:35,38.1%
2023-05-25 19:23:40,37.7%
2023-05-25 19:23:45,38.1%
2023-05-25 19:23:50,38.1%
2023-05-25 19:23:55,37.9%
2023-05-25 19:24:00,37.9%
2023-05-25 19:24:05,38.6%
2023-05-25 19:24:10,37.9%
2023-05-25 19:24:15,37.9%
2023-05-25 19:24:20,38.1%
2023-05-25 19:24:25,37.9%
2023-05-25 19:24:30,37.9%
2023-05-25 19:24:35,37.7%
2023-05-25 19:24:40,37.7%
2023-05-25 19:24:45,37.9%
2023-05-25 19:24:50,37.9%
2023-05-25 19:24:55,37.9%
2023-05-25 19:25:00,37.7%
2023-05-25 19:25:05,38.1%
2023-05-25 19:25:10,38.1%
2023-05-25 19:25:15,38.1%
2023-05-25 19:25:20,37.9%
2023-05-25 19:25:25,37.9%
2023-05-25 19:25:30,37.9%
2023-05-25 19:25:35,37.9%
2023-05-25 19:25:40,37.9%
2023-05-25 19:25:45,37.9%
2023-05-25 19:25:50,37.9%
2023-05-25 19:25:55,37.9%
2023-05-25 19:26:00,37.9%
2023-05-25 19:26:05,37.9%
2023-05-25 19:26:10,37.9%
2023-05-25 19:26:15,37.9%
2023-05-25 19:26:20,37.9%
2023-05-25 19:26:25,37.9%
2023-05-25 19:26:30,37.9%
2023-05-25 19:26:35,37.9%
2023-05-25 19:26:40,37.9%
2023-05-25 19:26:45,37.9%
2023-05-25 19:26:50,37.9%
2023-05-25 19:26:55,38.1%
2023-05-25 19:27:00,38.1%
2023-05-25 19:27:05,37.9%
2023-05-25 19:27:10,37.9%
2023-05-25 19:27:15,37.9%
2023-05-25 19:27:20,37.9%
2023-05-25 19:27:25,37.9%
2023-05-25 19:27:30,37.9%
2023-05-25 19:27:35,37.9%
2023-05-25 19:27:40,37.9%
2023-05-25 19:27:45,37.9%
2023-05-25 19:27:50,37.9%
2023-05-25 19:27:55,37.9%
2023-05-25 19:28:00,37.9%
2023-05-25 19:28:05,37.9%
2023-05-25 19:28:10,37.9%
2023-05-25 19:28:15,37.9%
2023-05-25 19:28:20,37.9%
2023-05-25 19:28:25,37.9%
2023-05-25 19:28:30,37.9%
2023-05-25 19:28:35,37.9%
2023-05-25 19:28:40,37.7%
2023-05-25 19:28:45,38.1%
2023-05-25 19:28:50,38.1%
2023-05-25 19:28:55,38.1%
2023-05-25 19:29:00,37.9%
2023-05-25 19:29:05,37.9%
2023-05-25 19:29:10,37.9%
2023-05-25 19:29:15,37.9%
2023-05-25 19:29:20,37.9%
2023-05-25 19:29:25,37.9%
2023-05-25 19:29:30,37.9%
2023-05-25 19:29:35,37.8%
2023-05-25 19:29:40,37.7%
2023-05-25 19:29:45,37.7%
2023-05-25 19:29:50,37.9%
2023-05-25 19:29:55,37.9%
2023-05-25 19:30:00,37.9%
2023-05-25 19:30:05,37.9%
2023-05-25 19:30:10,38.1%
2023-05-25 19:30:15,38.1%
2023-05-25 19:30:20,38.1%
2023-05-25 19:30:25,38.1%
2023-05-25 19:30:30,38.1%
2023-05-25 19:30:35,38.1%
2023-05-25 19:30:40,38.0%
2023-05-25 19:30:45,38.0%
2023-05-25 19:30:50,38.1%
2023-05-25 19:30:55,38.1%
2023-05-25 19:31:00,38.0%
2023-05-25 19:31:05,38.1%
2023-05-25 19:31:10,38.1%
2023-05-25 19:31:15,38.1%
2023-05-25 19:31:20,38.1%
2023-05-25 19:31:25,38.1%
2023-05-25 19:31:30,38.1%
2023-05-25 19:31:35,38.7%
2023-05-25 19:31:40,38.7%
2023-05-25 19:31:45,38.3%
2023-05-25 19:31:50,38.3%
2023-05-25 19:31:55,38.3%
2023-05-25 19:32:00,38.3%
2023-05-25 19:32:05,38.3%
2023-05-25 19:32:10,38.3%
2023-05-25 19:32:15,38.3%
2023-05-25 19:32:20,38.3%
2023-05-25 19:32:25,38.3%
2023-05-25 19:32:30,38.3%
2023-05-25 19:32:35,38.3%
2023-05-25 19:32:40,38.1%
2023-05-25 19:32:45,38.1%
2023-05-25 19:32:50,38.1%
2023-05-25 19:32:55,38.1%
2023-05-25 19:33:00,38.1%
2023-05-25 19:33:05,38.1%
2023-05-25 19:33:10,38.1%
2023-05-25 19:33:15,38.1%
2023-05-25 19:33:20,38.1%
2023-05-25 19:33:25,38.5%
2023-05-25 19:33:30,38.5%
2023-05-25 19:33:35,38.5%
2023-05-25 19:33:40,38.5%
2023-05-25 19:33:45,38.5%
2023-05-25 19:33:50,38.5%
2023-05-25 19:33:55,38.3%
2023-05-25 19:34:00,38.3%
2023-05-25 19:34:05,38.3%
2023-05-25 19:34:10,38.1%
2023-05-25 19:34:15,38.1%
2023-05-25 19:34:20,38.1%
2023-05-25 19:34:25,38.1%
2023-05-25 19:34:30,38.1%
2023-05-25 19:34:35,38.1%
2023-05-25 19:34:40,38.1%
2023-05-25 19:34:45,38.1%
2023-05-25 19:34:50,38.1%
2023-05-25 19:34:55,38.5%
2023-05-25 19:35:00,38.3%
2023-05-25 19:35:05,38.3%
2023-05-25 19:35:10,38.3%
2023-05-25 19:35:15,38.3%
2023-05-25 19:35:20,38.3%
2023-05-25 19:35:25,38.3%
2023-05-25 19:35:30,38.3%
2023-05-25 19:35:35,38.3%
2023-05-25 19:35:40,38.3%
2023-05-25 19:35:45,38.3%
2023-05-25 19:35:50,38.3%
2023-05-25 19:35:55,38.3%
2023-05-25 19:36:00,38.3%
2023-05-25 19:36:05,38.3%
2023-05-25 19:36:10,38.3%
2023-05-25 19:36:15,38.3%
2023-05-25 19:36:20,38.3%
2023-05-25 19:36:25,38.3%
2023-05-25 19:36:30,38.3%
2023-05-25 19:36:35,38.3%
2023-05-25 19:36:40,38.3%
2023-05-25 19:36:45,38.3%
2023-05-25 19:36:50,38.3%
2023-05-25 19:36:55,38.3%
2023-05-25 19:37:00,38.3%
2023-05-25 19:37:05,38.3%
2023-05-25 19:37:10,38.3%
2023-05-25 19:37:15,38.3%
2023-05-25 19:37:20,38.3%
2023-05-25 19:37:25,38.5%
2023-05-25 19:37:30,38.5%
2023-05-25 19:37:35,38.5%
2023-05-25 19:37:40,38.3%
2023-05-25 19:37:45,38.3%
2023-05-25 19:37:50,38.3%
2023-05-25 19:37:55,38.3%
2023-05-25 19:38:00,38.3%
2023-05-25 19:38:05,38.3%
2023-05-25 19:38:10,38.3%
2023-05-25 19:38:15,38.4%
2023-05-25 19:38:20,38.3%
2023-05-25 19:38:25,38.3%
2023-05-25 19:38:30,38.3%
2023-05-25 19:38:35,38.3%
2023-05-25 19:38:40,38.3%
2023-05-25 19:38:45,38.2%
2023-05-25 19:38:50,38.3%
2023-05-25 19:38:55,38.3%
2023-05-25 19:39:00,38.3%
2023-05-25 19:39:05,38.3%
2023-05-25 19:39:10,38.3%
2023-05-25 19:39:15,38.3%
2023-05-25 19:39:20,38.3%
2023-05-25 19:39:25,38.3%
2023-05-25 19:39:30,38.1%
2023-05-25 19:39:35,38.1%
2023-05-25 19:39:40,38.1%
2023-05-25 19:39:45,38.1%
2023-05-25 19:39:50,38.1%
2023-05-25 19:39:55,38.1%
2023-05-25 19:40:00,37.8%
2023-05-25 19:40:05,38.3%
2023-05-25 19:40:10,38.3%
2023-05-25 19:40:15,38.1%
2023-05-25 19:40:20,38.1%
2023-05-25 19:40:25,38.1%
2023-05-25 19:40:30,38.1%
2023-05-25 19:40:35,38.1%
2023-05-25 19:40:40,37.9%
2023-05-25 19:40:45,37.9%
2023-05-25 19:40:50,37.9%
2023-05-25 19:40:55,37.9%
2023-05-25 19:41:00,37.9%
2023-05-25 19:41:05,37.9%
2023-05-25 19:41:10,38.3%
2023-05-25 19:41:15,38.3%
2023-05-25 19:41:20,38.0%
2023-05-25 19:41:25,38.0%
2023-05-25 19:41:30,38.0%
2023-05-25 19:41:35,37.8%
2023-05-25 19:41:40,38.0%
2023-05-25 19:41:45,38.1%
2023-05-25 19:41:50,38.5%
2023-05-25 19:41:55,38.3%
2023-05-25 19:42:00,38.1%
2023-05-25 19:42:05,37.6%
2023-05-25 19:42:10,37.8%
2023-05-25 19:42:15,38.0%
2023-05-25 19:42:20,38.0%
2023-05-25 19:42:25,38.0%
2023-05-25 19:42:30,38.2%
2023-05-25 19:42:35,38.2%
2023-05-25 19:42:40,38.2%
2023-05-25 19:42:45,37.9%
2023-05-25 19:42:50,39.9%
2023-05-25 19:42:55,38.8%
2023-05-25 19:43:00,38.5%
2023-05-25 19:43:05,38.2%
2023-05-25 19:43:10,37.8%
2023-05-25 19:43:15,38.4%
2023-05-25 19:43:20,38.4%
2023-05-25 19:43:25,38.4%
2023-05-25 19:43:30,39.1%
2023-05-25 19:43:35,38.9%
2023-05-25 19:43:40,38.7%
2023-05-25 19:43:45,38.1%
2023-05-25 19:43:50,38.7%
2023-05-25 19:43:55,38.1%
2023-05-25 19:44:00,37.6%
2023-05-25 19:44:05,38.2%
2023-05-25 19:44:10,38.2%
2023-05-25 19:44:15,38.2%
2023-05-25 19:44:20,38.2%
2023-05-25 19:44:25,39.0%
2023-05-25 19:44:30,38.3%
2023-05-25 19:44:35,39.5%
2023-05-25 19:44:40,39.2%
2023-05-25 19:44:45,38.9%
2023-05-25 19:44:50,37.7%
2023-05-25 19:44:55,38.1%
2023-05-25 19:45:00,38.6%
2023-05-25 19:45:05,39.2%
2023-05-25 19:45:10,38.4%
2023-05-25 19:45:15,38.4%
2023-05-25 19:45:20,38.3%
2023-05-25 19:45:25,39.4%
2023-05-25 19:45:30,39.2%
2023-05-25 19:45:35,37.6%
2023-05-25 19:45:40,37.7%
2023-05-25 19:45:45,37.9%
2023-05-25 19:45:50,37.4%
2023-05-25 19:45:55,38.2%
2023-05-25 19:46:00,37.8%
2023-05-25 19:46:05,38.3%
2023-05-25 19:46:10,37.9%
2023-05-25 19:46:15,38.3%
2023-05-25 19:46:20,38.3%
2023-05-25 19:46:25,38.3%
2023-05-25 19:46:30,38.2%
2023-05-25 19:46:35,38.3%
2023-05-25 19:46:40,38.2%
2023-05-25 19:46:45,39.0%
2023-05-25 19:46:50,39.1%
2023-05-25 19:46:55,38.6%
2023-05-25 19:47:00,38.4%
2023-05-25 19:47:05,38.4%
2023-05-25 19:47:10,38.6%
2023-05-25 19:47:15,39.4%
2023-05-25 19:47:20,39.4%
2023-05-25 19:47:25,39.4%
2023-05-25 19:47:30,39.4%
2023-05-25 19:47:35,39.4%
2023-05-25 19:47:40,39.4%
2023-05-25 19:47:45,38.5%
2023-05-25 19:47:50,38.5%
2023-05-25 19:47:55,38.5%
2023-05-25 19:48:00,38.5%
2023-05-25 19:48:05,38.3%
2023-05-25 19:48:10,38.3%
2023-05-25 19:48:15,38.3%
2023-05-25 19:48:20,38.3%
2023-05-25 19:48:25,38.3%
2023-05-25 19:48:30,38.3%
2023-05-25 19:48:35,38.3%
2023-05-25 19:48:40,38.3%
2023-05-25 19:48:45,38.3%
2023-05-25 19:48:50,38.3%
2023-05-25 19:48:55,38.3%
2023-05-25 19:49:00,38.3%
2023-05-25 19:49:05,38.3%
2023-05-25 19:49:10,38.3%
2023-05-25 19:49:15,38.3%
2023-05-25 19:49:20,38.3%
2023-05-25 19:49:25,38.3%
2023-05-25 19:49:30,38.3%
2023-05-25 19:49:35,38.3%
2023-05-25 19:49:40,38.3%
2023-05-25 19:49:45,38.3%
2023-05-25 19:49:50,38.3%
2023-05-25 19:49:55,38.3%
2023-05-25 19:50:00,38.3%
2023-05-25 19:50:05,37.8%
2023-05-25 19:50:10,38.2%
2023-05-25 19:50:15,38.2%
2023-05-25 19:50:20,38.2%
2023-05-25 19:50:25,38.2%
2023-05-25 19:50:30,38.2%
2023-05-25 19:50:35,38.2%
2023-05-25 19:50:40,38.2%
2023-05-25 19:50:45,38.2%
2023-05-25 19:50:50,38.2%
2023-05-25 19:50:55,38.2%
2023-05-25 19:51:00,38.2%
2023-05-25 19:51:05,38.2%
2023-05-25 19:51:10,38.2%
2023-05-25 19:51:15,38.7%
2023-05-25 19:51:20,38.7%
2023-05-25 19:51:25,38.7%
2023-05-25 19:51:30,38.7%
2023-05-25 19:51:35,38.7%
2023-05-25 19:51:40,37.1%
2023-05-25 19:51:45,37.0%
2023-05-25 19:51:50,37.0%
2023-05-25 19:51:55,36.9%
2023-05-25 19:52:00,37.5%
2023-05-25 19:52:05,37.3%
2023-05-25 19:52:10,37.3%
2023-05-25 19:52:15,37.3%
2023-05-25 19:52:20,37.1%
2023-05-25 19:52:25,37.1%
2023-05-25 19:52:30,37.5%
2023-05-25 19:52:35,37.3%
2023-05-25 19:52:40,37.3%
2023-05-25 19:52:45,37.3%
2023-05-25 19:52:50,37.8%
2023-05-25 19:52:55,39.1%
2023-05-25 19:53:00,38.9%
2023-05-25 19:53:05,38.9%
2023-05-25 19:53:10,38.1%
2023-05-25 19:53:15,38.1%
2023-05-25 19:53:20,38.3%
2023-05-25 19:53:25,38.3%
2023-05-25 19:53:30,38.3%
2023-05-25 19:53:35,38.3%
2023-05-25 19:53:40,38.3%
2023-05-25 19:53:45,38.7%
2023-05-25 19:53:50,38.7%
2023-05-25 19:53:55,39.5%
2023-05-25 19:54:00,39.5%
2023-05-25 19:54:05,38.4%
2023-05-25 19:54:10,38.4%
2023-05-25 19:54:15,38.6%
2023-05-25 19:54:20,38.6%
2023-05-25 19:54:25,38.6%
2023-05-25 19:54:30,38.6%
2023-05-25 19:54:35,38.6%
2023-05-25 19:54:40,38.6%
2023-05-25 19:54:45,38.6%
2023-05-25 19:54:50,38.6%
2023-05-25 19:54:55,38.7%
2023-05-25 19:55:00,38.5%
2023-05-25 19:55:05,38.5%
2023-05-25 19:55:10,38.5%
2023-05-25 19:55:15,38.5%
2023-05-25 19:55:20,38.5%
2023-05-25 19:55:25,38.5%
2023-05-25 19:55:30,38.5%
2023-05-25 19:55:35,38.5%
2023-05-25 19:55:40,37.4%
2023-05-25 19:55:45,37.4%
2023-05-25 19:55:50,37.4%
2023-05-25 19:55:55,37.4%
2023-05-25 19:56:00,37.4%
2023-05-25 19:56:05,37.4%
2023-05-25 19:56:10,37.4%
2023-05-25 19:56:15,39.0%
2023-05-25 19:56:20,39.4%
2023-05-25 19:56:25,39.4%
2023-05-25 19:56:30,37.9%
2023-05-25 19:56:35,38.1%
2023-05-25 19:56:40,38.1%
2023-05-25 19:56:45,37.9%
2023-05-25 19:56:50,37.9%
2023-05-25 19:56:55,37.9%
2023-05-25 19:57:00,37.9%
2023-05-25 19:57:05,37.9%
2023-05-25 19:57:10,37.9%
2023-05-25 19:57:15,37.9%
2023-05-25 19:57:20,37.9%
2023-05-25 19:57:25,37.9%
2023-05-25 19:57:30,37.9%
2023-05-25 19:57:35,37.9%
2023-05-25 19:57:40,37.9%
2023-05-25 19:57:45,37.9%
2023-05-25 19:57:50,37.8%
2023-05-25 19:57:55,37.9%
2023-05-25 19:58:00,37.9%
2023-05-25 19:58:05,37.9%
2023-05-25 19:58:10,37.9%
2023-05-25 19:58:15,37.9%
2023-05-25 19:58:20,37.9%
2023-05-25 19:58:25,37.9%
2023-05-25 19:58:30,37.9%
2023-05-25 19:58:35,37.9%
2023-05-25 19:58:40,37.9%
2023-05-25 19:58:45,37.9%
2023-05-25 19:58:50,37.9%
2023-05-25 19:58:55,37.9%
2023-05-25 19:59:00,37.9%
2023-05-25 19:59:05,37.9%
2023-05-25 19:59:10,37.9%
2023-05-25 19:59:15,37.5%
2023-05-25 19:59:20,37.5%
2023-05-25 19:59:25,37.5%
2023-05-25 19:59:30,37.5%
2023-05-25 19:59:35,37.9%
2023-05-25 19:59:40,38.1%
2023-05-25 19:59:45,38.1%
2023-05-25 19:59:50,38.1%
2023-05-25 19:59:55,37.9%
2023-05-25 20:00:00,37.9%
2023-05-25 20:00:05,38.3%
2023-05-25 20:00:10,38.3%
2023-05-25 20:00:15,38.4%
2023-05-25 20:00:20,38.2%
2023-05-25 20:00:25,38.2%
2023-05-25 20:00:30,38.2%
2023-05-25 20:00:35,38.6%
2023-05-25 20:00:40,38.1%
2023-05-25 20:00:45,38.1%
2023-05-25 20:00:50,37.7%
2023-05-25 20:00:55,38.1%
2023-05-25 20:01:00,38.1%
2023-05-25 20:01:05,38.1%
2023-05-25 20:01:10,38.1%
2023-05-25 20:01:15,38.1%
2023-05-25 20:01:20,38.1%
2023-05-25 20:01:25,38.5%
2023-05-25 20:01:30,38.3%
2023-05-25 20:01:35,38.3%
2023-05-25 20:01:40,38.1%
2023-05-25 20:01:45,38.1%
2023-05-25 20:01:50,38.1%
2023-05-25 20:01:55,38.1%
2023-05-25 20:02:00,38.7%
2023-05-25 20:02:05,38.7%
2023-05-25 20:02:10,38.7%
2023-05-25 20:02:15,38.3%
2023-05-25 20:02:20,38.3%
2023-05-25 20:02:25,38.3%
2023-05-25 20:02:30,38.5%
2023-05-25 20:02:35,38.5%
2023-05-25 20:02:40,38.5%
2023-05-25 20:02:45,38.5%
2023-05-25 20:02:50,38.5%
2023-05-25 20:02:55,38.5%
2023-05-25 20:03:00,38.5%
2023-05-25 20:03:05,38.3%
2023-05-25 20:03:10,38.3%
2023-05-25 20:03:15,37.9%
2023-05-25 20:03:20,38.3%
2023-05-25 20:03:25,38.3%
2023-05-25 20:03:30,38.3%
2023-05-25 20:03:35,38.3%
2023-05-25 20:03:40,38.3%
2023-05-25 20:03:45,38.3%
2023-05-25 20:03:50,38.3%
2023-05-25 20:03:55,38.3%
2023-05-25 20:04:00,38.3%
2023-05-25 20:04:05,38.3%
2023-05-25 20:04:10,38.3%
2023-05-25 20:04:15,38.3%
2023-05-25 20:04:20,38.7%
2023-05-25 20:04:25,38.7%
2023-05-25 20:04:30,38.5%
2023-05-25 20:04:35,38.3%
2023-05-25 20:04:40,38.3%
2023-05-25 20:04:45,38.3%
2023-05-25 20:04:50,38.3%
2023-05-25 20:04:55,38.3%
2023-05-25 20:05:00,38.3%
2023-05-25 20:05:05,38.3%
2023-05-25 20:05:10,38.3%
2023-05-25 20:05:15,38.3%
2023-05-25 20:05:20,38.5%
2023-05-25 20:05:25,38.5%
2023-05-25 20:05:30,38.5%
2023-05-25 20:05:35,38.2%
2023-05-25 20:05:40,38.2%
2023-05-25 20:05:45,38.2%
2023-05-25 20:05:50,38.2%
2023-05-25 20:05:55,38.2%
2023-05-25 20:06:00,38.2%
2023-05-25 20:06:05,38.2%
2023-05-25 20:06:10,38.2%
2023-05-25 20:06:15,38.2%
2023-05-25 20:06:20,38.2%
2023-05-25 20:06:25,38.4%
2023-05-25 20:06:30,38.4%
2023-05-25 20:06:35,38.4%
2023-05-25 20:06:40,38.3%
2023-05-25 20:06:45,38.3%
2023-05-25 20:06:50,38.8%
2023-05-25 20:06:55,38.8%
2023-05-25 20:07:00,38.1%
2023-05-25 20:07:05,38.1%
2023-05-25 20:07:10,38.1%
2023-05-25 20:07:15,38.1%
2023-05-25 20:07:20,38.5%
2023-05-25 20:07:25,38.3%
2023-05-25 20:07:30,38.3%
2023-05-25 20:07:35,38.3%
2023-05-25 20:07:40,38.3%
2023-05-25 20:07:45,38.3%
2023-05-25 20:07:50,37.9%
2023-05-25 20:07:55,37.9%
2023-05-25 20:08:00,37.9%
2023-05-25 20:08:05,37.9%
2023-05-25 20:08:10,37.9%
2023-05-25 20:08:15,37.9%
2023-05-25 20:08:20,37.9%
2023-05-25 20:08:25,37.9%
2023-05-25 20:08:30,37.9%
2023-05-25 20:08:35,37.9%
2023-05-25 20:08:40,37.9%
2023-05-25 20:08:45,37.9%
2023-05-25 20:08:50,37.9%
2023-05-25 20:08:55,37.9%
2023-05-25 20:09:00,37.9%
2023-05-25 20:09:05,37.9%
2023-05-25 20:09:10,38.3%
2023-05-25 20:09:15,38.3%
2023-05-25 20:09:20,38.0%
2023-05-25 20:09:25,38.0%
2023-05-25 20:09:30,38.5%
2023-05-25 20:09:35,38.5%
2023-05-25 20:09:40,38.9%
2023-05-25 20:09:45,38.7%
2023-05-25 20:09:50,38.7%
2023-05-25 20:09:55,38.7%
2023-05-25 20:10:00,38.7%
2023-05-25 20:10:05,38.7%
2023-05-25 20:10:10,38.7%
2023-05-25 20:10:15,38.7%
2023-05-25 20:10:20,38.3%
2023-05-25 20:10:25,38.7%
2023-05-25 20:10:30,38.7%
2023-05-25 20:10:35,38.7%
2023-05-25 20:10:40,38.3%
2023-05-25 20:10:45,38.3%
2023-05-25 20:10:50,38.3%
2023-05-25 20:10:55,38.7%
2023-05-25 20:11:00,38.5%
2023-05-25 20:11:05,38.5%
2023-05-25 20:11:10,38.3%
2023-05-25 20:11:15,38.3%
2023-05-25 20:11:20,38.3%
2023-05-25 20:11:25,38.3%
2023-05-25 20:11:30,38.3%
2023-05-25 20:11:35,38.3%
2023-05-25 20:11:40,38.3%
2023-05-25 20:11:45,38.3%
2023-05-25 20:11:50,38.3%
2023-05-25 20:11:55,38.3%
2023-05-25 20:12:00,38.3%
2023-05-25 20:12:05,38.3%
2023-05-25 20:12:10,38.3%
2023-05-25 20:12:15,38.3%
2023-05-25 20:12:20,38.3%
2023-05-25 20:12:25,38.3%
2023-05-25 20:12:30,38.3%
2023-05-25 20:12:35,38.3%
2023-05-25 20:12:40,38.3%
2023-05-25 20:12:45,38.3%
2023-05-25 20:12:50,38.3%
2023-05-25 20:12:55,38.3%
2023-05-25 20:13:00,38.3%
2023-05-25 20:13:05,38.3%
2023-05-25 20:13:10,38.3%
