"Time","bandwidth_inbound","bandwidth_outbound"
2023-05-25 18:49:05,9.04 GB/s,7.88 GB/s
2023-05-25 18:49:10,7.99 GB/s,6.92 GB/s
2023-05-25 18:49:15,6.87 GB/s,6.08 GB/s
2023-05-25 18:49:20,3.40 GB/s,2.93 GB/s
2023-05-25 18:49:25,12.9 GB/s,11.0 GB/s
2023-05-25 18:49:30,7.62 GB/s,6.62 GB/s
2023-05-25 18:49:35,8.87 GB/s,7.73 GB/s
2023-05-25 18:49:40,2.35 GB/s,2.77 GB/s
2023-05-25 18:49:45,7.63 GB/s,5.93 GB/s
2023-05-25 18:49:50,2.70 GB/s,2.30 GB/s
2023-05-25 18:49:55,344 MB/s,334 MB/s
2023-05-25 18:50:00,2.78 GB/s,2.37 GB/s
2023-05-25 18:50:05,2.57 GB/s,2.19 GB/s
2023-05-25 18:50:10,129 MB/s,157 MB/s
2023-05-25 18:50:15,3.12 GB/s,2.67 GB/s
2023-05-25 18:50:20,258 MB/s,282 MB/s
2023-05-25 18:50:25,402 MB/s,360 MB/s
2023-05-25 18:50:30,2.39 GB/s,2.09 GB/s
2023-05-25 18:50:35,297 MB/s,256 MB/s
2023-05-25 18:50:40,133 MB/s,144 MB/s
2023-05-25 18:50:45,2.36 GB/s,2.01 GB/s
2023-05-25 18:50:50,507 MB/s,511 MB/s
2023-05-25 18:50:55,2.36 GB/s,2.01 GB/s
2023-05-25 18:51:00,2.67 GB/s,2.31 GB/s
2023-05-25 18:51:05,177 MB/s,146 MB/s
2023-05-25 18:51:10,2.81 GB/s,2.40 GB/s
2023-05-25 18:51:15,2.53 GB/s,2.16 GB/s
2023-05-25 18:51:20,12.6 MB/s,11.0 MB/s
2023-05-25 18:51:25,2.21 GB/s,1.88 GB/s
2023-05-25 18:51:30,71.4 MB/s,68.1 MB/s
2023-05-25 18:51:35,2.78 GB/s,2.36 GB/s
2023-05-25 18:51:40,2.94 GB/s,2.51 GB/s
2023-05-25 18:51:45,1.61 GB/s,1.82 GB/s
2023-05-25 18:51:50,1.20 GB/s,645 MB/s
2023-05-25 18:51:55,398 MB/s,357 MB/s
2023-05-25 18:52:00,2.43 GB/s,2.07 GB/s
2023-05-25 18:52:05,280 MB/s,273 MB/s
2023-05-25 18:52:10,503 MB/s,488 MB/s
2023-05-25 18:52:15,2.21 GB/s,1.88 GB/s
2023-05-25 18:52:20,7.92 MB/s,6.93 MB/s
2023-05-25 18:52:25,2.76 GB/s,2.35 GB/s
2023-05-25 18:52:30,490 MB/s,475 MB/s
2023-05-25 18:52:35,2.66 GB/s,2.27 GB/s
2023-05-25 18:52:40,469 MB/s,455 MB/s
2023-05-25 18:52:45,2.70 GB/s,2.30 GB/s
2023-05-25 18:52:50,2.22 GB/s,1.89 GB/s
2023-05-25 18:52:55,2.23 GB/s,1.90 GB/s
2023-05-25 18:53:00,219 MB/s,214 MB/s
2023-05-25 18:53:05,161 MB/s,156 MB/s
2023-05-25 18:53:10,2.66 GB/s,2.27 GB/s
2023-05-25 18:53:15,11.2 MB/s,9.72 MB/s
2023-05-25 18:53:20,2.55 GB/s,2.17 GB/s
2023-05-25 18:53:25,355 MB/s,395 MB/s
2023-05-25 18:53:30,452 MB/s,390 MB/s
2023-05-25 18:53:35,14.7 MB/s,12.8 MB/s
2023-05-25 18:53:40,20.0 MB/s,17.3 MB/s
2023-05-25 18:53:45,9.82 MB/s,8.54 MB/s
2023-05-25 18:53:50,2.44 GB/s,2.08 GB/s
2023-05-25 18:53:55,16.4 MB/s,14.3 MB/s
2023-05-25 18:54:00,183 MB/s,212 MB/s
2023-05-25 18:54:05,350 MB/s,320 MB/s
2023-05-25 18:54:10,2.39 GB/s,2.03 GB/s
2023-05-25 18:54:15,7.84 MB/s,6.88 MB/s
2023-05-25 18:54:20,2.36 GB/s,2.01 GB/s
2023-05-25 18:54:25,1.27 GB/s,1.54 GB/s
2023-05-25 18:54:30,4.01 GB/s,3.02 GB/s
2023-05-25 18:54:35,2.93 GB/s,2.57 GB/s
2023-05-25 18:54:40,390 MB/s,345 MB/s
2023-05-25 18:54:45,181 MB/s,175 MB/s
2023-05-25 18:54:50,273 MB/s,276 MB/s
2023-05-25 18:54:55,3.04 GB/s,2.60 GB/s
2023-05-25 18:55:00,20.9 MB/s,18.2 MB/s
2023-05-25 18:55:05,619 MB/s,638 MB/s
2023-05-25 18:55:10,5.58 GB/s,4.73 GB/s
2023-05-25 18:55:15,272 MB/s,295 MB/s
2023-05-25 18:55:20,5.52 GB/s,4.68 GB/s
2023-05-25 18:55:25,47.1 MB/s,40.8 MB/s
2023-05-25 18:55:30,20.6 MB/s,17.9 MB/s
2023-05-25 18:55:35,269 MB/s,260 MB/s
2023-05-25 18:55:40,2.71 GB/s,2.34 GB/s
2023-05-25 18:55:45,2.86 GB/s,2.44 GB/s
2023-05-25 18:55:50,2.29 GB/s,1.95 GB/s
2023-05-25 18:55:55,2.54 GB/s,2.16 GB/s
2023-05-25 18:56:00,5.14 GB/s,4.37 GB/s
2023-05-25 18:56:05,18.9 MB/s,16.4 MB/s
2023-05-25 18:56:10,2.41 GB/s,2.06 GB/s
2023-05-25 18:56:15,3.29 GB/s,3.59 GB/s
2023-05-25 18:56:20,4.51 GB/s,3.06 GB/s
2023-05-25 18:56:25,2.75 GB/s,2.34 GB/s
2023-05-25 18:56:30,813 MB/s,787 MB/s
2023-05-25 18:56:35,4.47 GB/s,4.35 GB/s
2023-05-25 18:56:40,4.30 GB/s,3.16 GB/s
2023-05-25 18:56:45,2.47 GB/s,2.13 GB/s
2023-05-25 18:56:50,3.97 GB/s,3.80 GB/s
2023-05-25 18:56:55,1.53 GB/s,924 MB/s
2023-05-25 18:57:00,2.89 GB/s,2.53 GB/s
2023-05-25 18:57:05,2.95 GB/s,2.55 GB/s
2023-05-25 18:57:10,43.1 MB/s,37.2 MB/s
2023-05-25 18:57:15,2.30 GB/s,1.96 GB/s
2023-05-25 18:57:20,2.89 GB/s,2.47 GB/s
2023-05-25 18:57:25,2.77 GB/s,2.39 GB/s
2023-05-25 18:57:30,2.82 GB/s,2.46 GB/s
2023-05-25 18:57:35,2.71 GB/s,2.37 GB/s
2023-05-25 18:57:40,2.81 GB/s,2.40 GB/s
2023-05-25 18:57:45,442 MB/s,460 MB/s
2023-05-25 18:57:50,2.70 GB/s,2.30 GB/s
2023-05-25 18:57:55,72.5 MB/s,69.6 MB/s
2023-05-25 18:58:00,2.94 GB/s,2.54 GB/s
2023-05-25 18:58:05,85.8 MB/s,81.8 MB/s
2023-05-25 18:58:10,4.80 GB/s,4.09 GB/s
2023-05-25 18:58:15,3.20 GB/s,2.79 GB/s
2023-05-25 18:58:20,3.31 GB/s,2.88 GB/s
2023-05-25 18:58:25,455 MB/s,454 MB/s
2023-05-25 18:58:30,5.22 GB/s,4.46 GB/s
2023-05-25 18:58:35,3.11 GB/s,2.70 GB/s
2023-05-25 18:58:40,176 MB/s,145 MB/s
2023-05-25 18:58:45,242 MB/s,234 MB/s
2023-05-25 18:58:50,519 MB/s,545 MB/s
2023-05-25 18:58:55,410 MB/s,358 MB/s
2023-05-25 18:59:00,7.85 GB/s,6.74 GB/s
2023-05-25 18:59:05,20.0 GB/s,17.4 GB/s
2023-05-25 18:59:10,11.1 GB/s,9.59 GB/s
2023-05-25 18:59:15,8.06 GB/s,6.79 GB/s
2023-05-25 18:59:20,14.0 GB/s,12.0 GB/s
2023-05-25 18:59:25,14.0 GB/s,12.1 GB/s
2023-05-25 18:59:30,15.2 GB/s,14.0 GB/s
2023-05-25 18:59:35,11.8 GB/s,9.40 GB/s
2023-05-25 18:59:40,20.1 GB/s,17.3 GB/s
2023-05-25 18:59:45,4.50 GB/s,4.50 GB/s
2023-05-25 18:59:50,8.28 GB/s,9.42 GB/s
2023-05-25 18:59:55,22.6 GB/s,18.5 GB/s
2023-05-25 19:00:00,15.9 GB/s,14.2 GB/s
2023-05-25 19:00:05,16.6 GB/s,14.3 GB/s
2023-05-25 19:00:10,2.94 GB/s,3.50 GB/s
2023-05-25 19:00:15,3.50 GB/s,3.08 GB/s
2023-05-25 19:00:20,5.32 GB/s,4.06 GB/s
2023-05-25 19:00:25,11.7 GB/s,10.2 GB/s
2023-05-25 19:00:30,4.90 GB/s,5.24 GB/s
2023-05-25 19:00:35,4.45 GB/s,4.38 GB/s
2023-05-25 19:00:40,3.14 GB/s,2.69 GB/s
2023-05-25 19:00:45,303 MB/s,309 MB/s
2023-05-25 19:00:50,2.43 GB/s,2.07 GB/s
2023-05-25 19:00:55,3.28 GB/s,2.87 GB/s
2023-05-25 19:01:00,251 MB/s,228 MB/s
2023-05-25 19:01:05,4.52 GB/s,3.85 GB/s
2023-05-25 19:01:10,4.97 GB/s,4.24 GB/s
2023-05-25 19:01:15,3.11 GB/s,2.67 GB/s
2023-05-25 19:01:20,261 MB/s,253 MB/s
2023-05-25 19:01:25,344 MB/s,331 MB/s
2023-05-25 19:01:30,3.31 GB/s,2.87 GB/s
2023-05-25 19:01:35,769 MB/s,743 MB/s
2023-05-25 19:01:40,2.43 GB/s,2.07 GB/s
2023-05-25 19:01:45,5.56 GB/s,5.07 GB/s
2023-05-25 19:01:50,5.28 GB/s,4.93 GB/s
2023-05-25 19:01:55,6.96 GB/s,5.21 GB/s
2023-05-25 19:02:00,393 MB/s,396 MB/s
2023-05-25 19:02:05,4.66 GB/s,3.96 GB/s
2023-05-25 19:02:10,691 MB/s,698 MB/s
2023-05-25 19:02:15,686 MB/s,656 MB/s
2023-05-25 19:02:20,5.66 GB/s,4.81 GB/s
2023-05-25 19:02:25,5.70 GB/s,4.92 GB/s
2023-05-25 19:02:30,2.79 GB/s,2.37 GB/s
2023-05-25 19:02:35,272 MB/s,303 MB/s
2023-05-25 19:02:40,712 MB/s,652 MB/s
2023-05-25 19:02:45,407 MB/s,393 MB/s
2023-05-25 19:02:50,2.60 GB/s,2.26 GB/s
2023-05-25 19:02:55,363 MB/s,350 MB/s
2023-05-25 19:03:00,5.45 GB/s,5.26 GB/s
2023-05-25 19:03:05,4.36 GB/s,3.11 GB/s
2023-05-25 19:03:10,362 MB/s,417 MB/s
2023-05-25 19:03:15,3.33 GB/s,2.81 GB/s
2023-05-25 19:03:20,3.21 GB/s,2.83 GB/s
2023-05-25 19:03:25,277 MB/s,261 MB/s
2023-05-25 19:03:30,3.45 GB/s,3.02 GB/s
2023-05-25 19:03:35,2.96 GB/s,2.55 GB/s
2023-05-25 19:03:40,818 MB/s,822 MB/s
2023-05-25 19:03:45,2.96 GB/s,2.54 GB/s
2023-05-25 19:03:50,3.30 GB/s,2.87 GB/s
2023-05-25 19:03:55,3.32 GB/s,2.88 GB/s
2023-05-25 19:04:00,3.12 GB/s,2.69 GB/s
2023-05-25 19:04:05,5.59 GB/s,4.79 GB/s
2023-05-25 19:04:10,403 MB/s,390 MB/s
2023-05-25 19:04:15,6.33 GB/s,6.18 GB/s
2023-05-25 19:04:20,7.00 GB/s,5.23 GB/s
2023-05-25 19:04:25,3.28 GB/s,3.49 GB/s
2023-05-25 19:04:30,8.40 GB/s,6.92 GB/s
2023-05-25 19:04:35,24.1 GB/s,20.4 GB/s
2023-05-25 19:04:40,8.71 GB/s,7.67 GB/s
2023-05-25 19:04:45,13.7 GB/s,11.9 GB/s
2023-05-25 19:04:50,20.2 GB/s,17.3 GB/s
2023-05-25 19:04:55,21.4 GB/s,18.3 GB/s
2023-05-25 19:05:00,11.7 GB/s,10.2 GB/s
2023-05-25 19:05:05,13.9 GB/s,12.0 GB/s
2023-05-25 19:05:10,5.38 GB/s,7.03 GB/s
2023-05-25 19:05:15,8.68 GB/s,9.98 GB/s
2023-05-25 19:05:20,10.1 GB/s,8.89 GB/s
2023-05-25 19:05:25,10.1 GB/s,10.0 GB/s
2023-05-25 19:05:30,7.73 GB/s,8.46 GB/s
2023-05-25 19:05:35,6.36 GB/s,8.11 GB/s
2023-05-25 19:05:40,10.7 GB/s,11.3 GB/s
2023-05-25 19:05:45,4.06 GB/s,3.85 GB/s
2023-05-25 19:05:50,16.0 GB/s,14.1 GB/s
2023-05-25 19:05:55,16.0 GB/s,13.5 GB/s
2023-05-25 19:06:00,28.1 GB/s,23.8 GB/s
2023-05-25 19:06:05,12.2 GB/s,10.6 GB/s
2023-05-25 19:06:10,25.0 GB/s,22.0 GB/s
2023-05-25 19:06:15,11.8 GB/s,10.3 GB/s
2023-05-25 19:06:20,7.64 GB/s,7.70 GB/s
2023-05-25 19:06:25,1.92 GB/s,2.15 GB/s
2023-05-25 19:06:30,11.7 GB/s,11.0 GB/s
2023-05-25 19:06:35,22.0 GB/s,18.1 GB/s
2023-05-25 19:06:40,21.1 GB/s,18.2 GB/s
2023-05-25 19:06:45,22.7 GB/s,19.4 GB/s
2023-05-25 19:06:50,390 MB/s,328 MB/s
2023-05-25 19:06:55,11.4 GB/s,9.86 GB/s
2023-05-25 19:07:00,19.4 GB/s,16.5 GB/s
2023-05-25 19:07:05,8.48 GB/s,7.35 GB/s
2023-05-25 19:07:10,11.1 GB/s,9.52 GB/s
2023-05-25 19:07:15,8.98 GB/s,7.90 GB/s
2023-05-25 19:07:20,11.0 GB/s,9.48 GB/s
2023-05-25 19:07:25,5.69 GB/s,4.96 GB/s
2023-05-25 19:07:30,9.20 GB/s,8.70 GB/s
2023-05-25 19:07:35,8.57 GB/s,6.73 GB/s
2023-05-25 19:07:40,6.77 GB/s,5.90 GB/s
2023-05-25 19:07:45,11.3 GB/s,9.63 GB/s
2023-05-25 19:07:50,17.5 GB/s,15.3 GB/s
2023-05-25 19:07:55,9.01 GB/s,7.44 GB/s
2023-05-25 19:08:00,8.10 GB/s,6.98 GB/s
2023-05-25 19:08:05,10.5 GB/s,9.01 GB/s
2023-05-25 19:08:10,4.05 GB/s,3.62 GB/s
2023-05-25 19:08:15,5.59 GB/s,4.83 GB/s
2023-05-25 19:08:20,11.8 GB/s,10.9 GB/s
2023-05-25 19:08:25,5.53 GB/s,4.07 GB/s
2023-05-25 19:08:30,8.58 GB/s,7.33 GB/s
2023-05-25 19:08:35,10.5 GB/s,9.01 GB/s
2023-05-25 19:08:40,3.53 GB/s,3.15 GB/s
2023-05-25 19:08:45,11.7 GB/s,10.00 GB/s
2023-05-25 19:08:50,10.9 GB/s,9.45 GB/s
2023-05-25 19:08:55,3.41 GB/s,2.93 GB/s
2023-05-25 19:09:00,3.23 GB/s,2.85 GB/s
2023-05-25 19:09:05,8.43 GB/s,7.87 GB/s
2023-05-25 19:09:10,7.47 GB/s,5.83 GB/s
2023-05-25 19:09:15,2.88 GB/s,2.44 GB/s
2023-05-25 19:09:20,6.16 GB/s,5.40 GB/s
2023-05-25 19:09:25,8.59 GB/s,8.12 GB/s
2023-05-25 19:09:30,9.74 GB/s,7.61 GB/s
2023-05-25 19:09:35,3.90 GB/s,3.49 GB/s
2023-05-25 19:09:40,2.82 GB/s,2.45 GB/s
2023-05-25 19:09:45,6.98 GB/s,6.18 GB/s
2023-05-25 19:09:50,8.77 GB/s,7.61 GB/s
2023-05-25 19:09:55,6.35 GB/s,5.54 GB/s
2023-05-25 19:10:00,8.94 GB/s,8.05 GB/s
2023-05-25 19:10:05,11.0 GB/s,9.17 GB/s
2023-05-25 19:10:10,10.6 GB/s,9.16 GB/s
2023-05-25 19:10:15,4.11 GB/s,3.71 GB/s
2023-05-25 19:10:20,10.4 GB/s,8.89 GB/s
2023-05-25 19:10:25,7.31 GB/s,7.02 GB/s
2023-05-25 19:10:30,9.29 GB/s,7.81 GB/s
2023-05-25 19:10:35,4.86 GB/s,3.91 GB/s
2023-05-25 19:10:40,6.08 GB/s,5.31 GB/s
2023-05-25 19:10:45,5.44 GB/s,5.16 GB/s
2023-05-25 19:10:50,12.3 GB/s,10.2 GB/s
2023-05-25 19:10:55,9.89 GB/s,8.91 GB/s
2023-05-25 19:11:00,11.1 GB/s,9.44 GB/s
2023-05-25 19:11:05,11.7 GB/s,9.95 GB/s
2023-05-25 19:11:10,23.6 GB/s,20.0 GB/s
2023-05-25 19:11:15,16.8 GB/s,14.5 GB/s
2023-05-25 19:11:20,15.5 GB/s,13.9 GB/s
2023-05-25 19:11:25,16.6 GB/s,13.8 GB/s
2023-05-25 19:11:30,18.6 GB/s,16.3 GB/s
2023-05-25 19:11:35,14.9 GB/s,12.5 GB/s
2023-05-25 19:11:40,9.07 GB/s,7.86 GB/s
2023-05-25 19:11:45,15.8 GB/s,13.4 GB/s
2023-05-25 19:11:50,11.9 GB/s,11.0 GB/s
2023-05-25 19:11:55,17.3 GB/s,14.0 GB/s
2023-05-25 19:12:00,3.53 GB/s,3.16 GB/s
2023-05-25 19:12:05,16.5 GB/s,14.9 GB/s
2023-05-25 19:12:10,14.2 GB/s,11.5 GB/s
2023-05-25 19:12:15,11.7 GB/s,10.1 GB/s
2023-05-25 19:12:20,11.8 GB/s,10.3 GB/s
2023-05-25 19:12:25,7.35 GB/s,6.49 GB/s
2023-05-25 19:12:30,16.0 GB/s,13.7 GB/s
2023-05-25 19:12:35,11.0 GB/s,9.46 GB/s
2023-05-25 19:12:40,15.6 GB/s,13.9 GB/s
2023-05-25 19:12:45,10.9 GB/s,8.84 GB/s
2023-05-25 19:12:50,12.3 GB/s,10.6 GB/s
2023-05-25 19:12:55,5.87 GB/s,5.16 GB/s
2023-05-25 19:13:00,7.11 GB/s,6.32 GB/s
2023-05-25 19:13:05,12.6 GB/s,10.8 GB/s
2023-05-25 19:13:10,19.1 GB/s,16.3 GB/s
2023-05-25 19:13:15,6.00 GB/s,5.24 GB/s
2023-05-25 19:13:20,16.3 GB/s,14.0 GB/s
2023-05-25 19:13:25,4.61 GB/s,4.87 GB/s
2023-05-25 19:13:30,16.7 GB/s,13.6 GB/s
2023-05-25 19:13:35,9.09 GB/s,7.91 GB/s
2023-05-25 19:13:40,6.93 GB/s,6.17 GB/s
2023-05-25 19:13:45,12.6 GB/s,11.3 GB/s
2023-05-25 19:13:50,14.6 GB/s,12.0 GB/s
2023-05-25 19:13:55,20.4 GB/s,18.1 GB/s
2023-05-25 19:14:00,5.80 GB/s,4.44 GB/s
2023-05-25 19:14:05,14.6 GB/s,12.6 GB/s
2023-05-25 19:14:10,4.38 GB/s,3.99 GB/s
2023-05-25 19:14:15,16.4 GB/s,14.0 GB/s
2023-05-25 19:14:20,8.96 GB/s,7.77 GB/s
2023-05-25 19:14:25,13.5 GB/s,12.0 GB/s
2023-05-25 19:14:30,2.59 GB/s,1.79 GB/s
2023-05-25 19:14:35,312 MB/s,302 MB/s
2023-05-25 19:14:40,4.07 GB/s,3.87 GB/s
2023-05-25 19:14:45,3.38 GB/s,2.49 GB/s
2023-05-25 19:14:50,294 MB/s,282 MB/s
2023-05-25 19:14:55,769 MB/s,766 MB/s
2023-05-25 19:15:00,444 MB/s,459 MB/s
2023-05-25 19:15:05,424 MB/s,385 MB/s
2023-05-25 19:15:10,87.7 MB/s,59.7 MB/s
2023-05-25 19:15:15,266 MB/s,258 MB/s
2023-05-25 19:15:20,318 MB/s,351 MB/s
2023-05-25 19:15:25,3.15 GB/s,2.68 GB/s
2023-05-25 19:15:30,680 MB/s,660 MB/s
2023-05-25 19:15:35,2.71 GB/s,2.37 GB/s
2023-05-25 19:15:40,2.95 GB/s,2.51 GB/s
2023-05-25 19:15:45,127 MB/s,122 MB/s
2023-05-25 19:15:50,7.75 GB/s,6.60 GB/s
2023-05-25 19:15:55,2.69 GB/s,2.30 GB/s
2023-05-25 19:16:00,5.27 GB/s,4.48 GB/s
2023-05-25 19:16:05,2.76 GB/s,2.41 GB/s
2023-05-25 19:16:10,325 MB/s,301 MB/s
2023-05-25 19:16:15,3.00 GB/s,2.55 GB/s
2023-05-25 19:16:20,2.66 GB/s,2.28 GB/s
2023-05-25 19:16:25,2.86 GB/s,2.44 GB/s
2023-05-25 19:16:30,3.24 GB/s,2.83 GB/s
2023-05-25 19:16:35,2.52 GB/s,2.21 GB/s
2023-05-25 19:16:40,431 MB/s,379 MB/s
2023-05-25 19:16:45,501 MB/s,486 MB/s
2023-05-25 19:16:50,4.99 GB/s,4.25 GB/s
2023-05-25 19:16:55,2.52 GB/s,2.15 GB/s
2023-05-25 19:17:00,5.40 GB/s,4.64 GB/s
2023-05-25 19:17:05,2.47 GB/s,2.11 GB/s
2023-05-25 19:17:10,2.87 GB/s,3.12 GB/s
2023-05-25 19:17:15,4.63 GB/s,3.31 GB/s
2023-05-25 19:17:20,2.46 GB/s,2.09 GB/s
2023-05-25 19:17:25,441 MB/s,427 MB/s
2023-05-25 19:17:30,27.5 MB/s,23.9 MB/s
2023-05-25 19:17:35,5.02 GB/s,4.27 GB/s
2023-05-25 19:17:40,2.77 GB/s,2.38 GB/s
2023-05-25 19:17:45,192 MB/s,203 MB/s
2023-05-25 19:17:50,2.81 GB/s,2.39 GB/s
2023-05-25 19:17:55,2.75 GB/s,2.38 GB/s
2023-05-25 19:18:00,2.54 GB/s,2.18 GB/s
2023-05-25 19:18:05,374 MB/s,349 MB/s
2023-05-25 19:18:10,2.83 GB/s,2.40 GB/s
2023-05-25 19:18:15,469 MB/s,452 MB/s
2023-05-25 19:18:20,320 MB/s,331 MB/s
2023-05-25 19:18:25,3.26 GB/s,2.82 GB/s
2023-05-25 19:18:30,2.74 GB/s,2.43 GB/s
2023-05-25 19:18:35,5.02 GB/s,4.28 GB/s
2023-05-25 19:18:40,5.49 GB/s,4.67 GB/s
2023-05-25 19:18:45,3.22 GB/s,2.84 GB/s
2023-05-25 19:18:50,435 MB/s,421 MB/s
2023-05-25 19:18:55,2.89 GB/s,2.44 GB/s
2023-05-25 19:19:00,2.38 GB/s,2.03 GB/s
2023-05-25 19:19:05,4.62 GB/s,3.93 GB/s
2023-05-25 19:19:10,379 MB/s,367 MB/s
2023-05-25 19:19:15,3.45 GB/s,3.04 GB/s
2023-05-25 19:19:20,2.96 GB/s,2.63 GB/s
2023-05-25 19:19:25,3.03 GB/s,2.67 GB/s
2023-05-25 19:19:30,5.46 GB/s,4.63 GB/s
2023-05-25 19:19:35,2.46 GB/s,2.12 GB/s
2023-05-25 19:19:40,489 MB/s,474 MB/s
2023-05-25 19:19:45,3.22 GB/s,2.79 GB/s
2023-05-25 19:19:50,83.5 MB/s,95.9 MB/s
2023-05-25 19:19:55,2.54 GB/s,2.18 GB/s
2023-05-25 19:20:00,2.89 GB/s,2.48 GB/s
2023-05-25 19:20:05,1.32 GB/s,1.68 GB/s
2023-05-25 19:20:10,5.50 GB/s,4.60 GB/s
2023-05-25 19:20:15,3.74 GB/s,2.75 GB/s
2023-05-25 19:20:20,534 MB/s,520 MB/s
2023-05-25 19:20:25,34.0 MB/s,29.9 MB/s
2023-05-25 19:20:30,619 MB/s,684 MB/s
2023-05-25 19:20:35,2.90 GB/s,2.46 GB/s
2023-05-25 19:20:40,8.50 GB/s,7.24 GB/s
2023-05-25 19:20:45,623 MB/s,605 MB/s
2023-05-25 19:20:50,418 MB/s,406 MB/s
2023-05-25 19:20:55,2.75 GB/s,2.39 GB/s
2023-05-25 19:21:00,2.66 GB/s,2.32 GB/s
2023-05-25 19:21:05,2.88 GB/s,2.52 GB/s
2023-05-25 19:21:10,5.68 GB/s,4.93 GB/s
2023-05-25 19:21:15,5.34 GB/s,4.52 GB/s
2023-05-25 19:21:20,3.01 GB/s,2.62 GB/s
2023-05-25 19:21:25,5.11 GB/s,4.36 GB/s
2023-05-25 19:21:30,3.02 GB/s,2.70 GB/s
2023-05-25 19:21:35,14.2 GB/s,12.2 GB/s
2023-05-25 19:21:40,7.32 GB/s,6.83 GB/s
2023-05-25 19:21:45,14.9 GB/s,13.0 GB/s
2023-05-25 19:21:50,15.6 GB/s,12.8 GB/s
2023-05-25 19:21:55,16.1 GB/s,13.8 GB/s
2023-05-25 19:22:00,4.40 GB/s,3.98 GB/s
2023-05-25 19:22:05,14.1 GB/s,12.6 GB/s
2023-05-25 19:22:10,17.7 GB/s,14.6 GB/s
2023-05-25 19:22:15,10.6 GB/s,9.43 GB/s
2023-05-25 19:22:20,4.74 GB/s,3.91 GB/s
2023-05-25 19:22:25,9.70 GB/s,8.43 GB/s
2023-05-25 19:22:30,8.79 GB/s,7.65 GB/s
2023-05-25 19:22:35,8.69 GB/s,7.77 GB/s
2023-05-25 19:22:40,16.9 GB/s,14.7 GB/s
2023-05-25 19:22:45,14.3 GB/s,12.3 GB/s
2023-05-25 19:22:50,12.6 GB/s,10.3 GB/s
2023-05-25 19:22:55,13.4 GB/s,11.5 GB/s
2023-05-25 19:23:00,8.85 GB/s,7.67 GB/s
2023-05-25 19:23:05,12.2 GB/s,10.6 GB/s
2023-05-25 19:23:10,10.6 GB/s,9.28 GB/s
2023-05-25 19:23:15,6.76 GB/s,5.70 GB/s
2023-05-25 19:23:20,11.9 GB/s,10.4 GB/s
2023-05-25 19:23:25,21.9 GB/s,18.8 GB/s
2023-05-25 19:23:30,1.76 GB/s,1.74 GB/s
2023-05-25 19:23:35,5.71 GB/s,5.00 GB/s
2023-05-25 19:23:40,20.5 GB/s,17.5 GB/s
2023-05-25 19:23:45,8.02 GB/s,6.98 GB/s
2023-05-25 19:23:50,10.7 GB/s,9.56 GB/s
2023-05-25 19:23:55,7.96 GB/s,6.72 GB/s
2023-05-25 19:24:00,18.1 GB/s,15.5 GB/s
2023-05-25 19:24:05,17.8 GB/s,15.8 GB/s
2023-05-25 19:24:10,8.06 GB/s,6.42 GB/s
2023-05-25 19:24:15,7.87 GB/s,6.76 GB/s
2023-05-25 19:24:20,6.12 GB/s,5.34 GB/s
2023-05-25 19:24:25,5.87 GB/s,5.12 GB/s
2023-05-25 19:24:30,5.93 GB/s,5.10 GB/s
2023-05-25 19:24:35,8.59 GB/s,7.30 GB/s
2023-05-25 19:24:40,5.88 GB/s,5.11 GB/s
2023-05-25 19:24:45,9.85 GB/s,8.87 GB/s
2023-05-25 19:24:50,11.9 GB/s,9.87 GB/s
2023-05-25 19:24:55,4.11 GB/s,4.36 GB/s
2023-05-25 19:25:00,15.3 GB/s,12.2 GB/s
2023-05-25 19:25:05,8.22 GB/s,7.15 GB/s
